r(m), E_r(T), E_theta(T), E_z(T) 
7.30000e-01, 3.44930e+09, -4.01767e+09, 2.68866e-14 
7.32500e-01, 3.44333e+09, -4.01540e+09, 2.69646e-14 
7.35000e-01, 3.43734e+09, -4.01312e+09, 2.70424e-14 
7.37500e-01, 3.43133e+09, -4.01083e+09, 2.71201e-14 
7.40000e-01, 3.42530e+09, -4.00854e+09, 2.71976e-14 
7.42500e-01, 3.41926e+09, -4.00624e+09, 2.72750e-14 
7.45000e-01, 3.41320e+09, -4.00394e+09, 2.73523e-14 
7.47500e-01, 3.40713e+09, -4.00162e+09, 2.74294e-14 
7.50000e-01, 3.40104e+09, -3.99930e+09, 2.75064e-14 
7.52500e-01, 3.39493e+09, -3.99697e+09, 2.75832e-14 
7.55000e-01, 3.38880e+09, -3.99464e+09, 2.76599e-14 
7.57500e-01, 3.38266e+09, -3.99230e+09, 2.77364e-14 
7.60000e-01, 3.37650e+09, -3.98995e+09, 2.78128e-14 
7.62500e-01, 3.37032e+09, -3.98760e+09, 2.78891e-14 
7.65000e-01, 3.36413e+09, -3.98524e+09, 2.79652e-14 
7.67500e-01, 3.35792e+09, -3.98287e+09, 2.80412e-14 
7.70000e-01, 3.35170e+09, -3.98049e+09, 2.81170e-14 
7.72500e-01, 3.34546e+09, -3.97811e+09, 2.81927e-14 
7.75000e-01, 3.33920e+09, -3.97572e+09, 2.82682e-14 
7.77500e-01, 3.33293e+09, -3.97333e+09, 2.83436e-14 
7.80000e-01, 3.32664e+09, -3.97093e+09, 2.84188e-14 
7.82500e-01, 3.32033e+09, -3.96852e+09, 2.84939e-14 
7.85000e-01, 3.31401e+09, -3.96610e+09, 2.85688e-14 
7.87500e-01, 3.30767e+09, -3.96368e+09, 2.86436e-14 
7.90000e-01, 3.30131e+09, -3.96125e+09, 2.87183e-14 
7.92500e-01, 3.29494e+09, -3.95882e+09, 2.87928e-14 
7.95000e-01, 3.28856e+09, -3.95637e+09, 2.88671e-14 
7.97500e-01, 3.28215e+09, -3.95392e+09, 2.89413e-14 
8.00000e-01, 3.27573e+09, -3.95147e+09, 2.90154e-14 
8.02500e-01, 3.26930e+09, -3.94901e+09, 2.90893e-14 
8.05000e-01, 3.26285e+09, -3.94654e+09, 2.91630e-14 
8.07500e-01, 3.25638e+09, -3.94406e+09, 2.92366e-14 
8.10000e-01, 3.24990e+09, -3.94158e+09, 2.93101e-14 
8.12500e-01, 3.24340e+09, -3.93909e+09, 2.93834e-14 
8.15000e-01, 3.23688e+09, -3.93659e+09, 2.94565e-14 
8.17500e-01, 3.23035e+09, -3.93409e+09, 2.95295e-14 
8.20000e-01, 3.22381e+09, -3.93158e+09, 2.96023e-14 
8.22500e-01, 3.21725e+09, -3.92907e+09, 2.96750e-14 
8.25000e-01, 3.21067e+09, -3.92654e+09, 2.97475e-14 
8.27500e-01, 3.20408e+09, -3.92402e+09, 2.98199e-14 
8.30000e-01, 3.19747e+09, -3.92148e+09, 2.98921e-14 
