r(m), B_r(T), B_theta(T), B_z(T) 
4.22500e-01, 1.18499e+00, 1.11432e+00, -5.76288e-01 
4.25000e-01, 1.18451e+00, 1.11302e+00, -5.79480e-01 
4.27500e-01, 1.18404e+00, 1.11172e+00, -5.82668e-01 
4.30000e-01, 1.18356e+00, 1.11041e+00, -5.85852e-01 
4.32500e-01, 1.18307e+00, 1.10909e+00, -5.89032e-01 
4.35000e-01, 1.18259e+00, 1.10777e+00, -5.92208e-01 
4.37500e-01, 1.18210e+00, 1.10644e+00, -5.95380e-01 
4.40000e-01, 1.18161e+00, 1.10510e+00, -5.98549e-01 
4.42500e-01, 1.18111e+00, 1.10375e+00, -6.01713e-01 
4.45000e-01, 1.18062e+00, 1.10240e+00, -6.04874e-01 
4.47500e-01, 1.18012e+00, 1.10104e+00, -6.08030e-01 
4.50000e-01, 1.17962e+00, 1.09968e+00, -6.11183e-01 
4.52500e-01, 1.17911e+00, 1.09830e+00, -6.14331e-01 
4.55000e-01, 1.17861e+00, 1.09692e+00, -6.17476e-01 
4.57500e-01, 1.17810e+00, 1.09554e+00, -6.20616e-01 
4.60000e-01, 1.17759e+00, 1.09414e+00, -6.23753e-01 
4.62500e-01, 1.17707e+00, 1.09274e+00, -6.26885e-01 
4.65000e-01, 1.17655e+00, 1.09133e+00, -6.30013e-01 
4.67500e-01, 1.17604e+00, 1.08992e+00, -6.33137e-01 
4.70000e-01, 1.17551e+00, 1.08849e+00, -6.36257e-01 
4.72500e-01, 1.17499e+00, 1.08707e+00, -6.39372e-01 
4.75000e-01, 1.17446e+00, 1.08563e+00, -6.42484e-01 
4.77500e-01, 1.17393e+00, 1.08419e+00, -6.45591e-01 
4.80000e-01, 1.17340e+00, 1.08274e+00, -6.48694e-01 
4.82500e-01, 1.17286e+00, 1.08128e+00, -6.51793e-01 
4.85000e-01, 1.17232e+00, 1.07982e+00, -6.54887e-01 
4.87500e-01, 1.17178e+00, 1.07835e+00, -6.57978e-01 
4.90000e-01, 1.17124e+00, 1.07687e+00, -6.61063e-01 
4.92500e-01, 1.17069e+00, 1.07539e+00, -6.64145e-01 
4.95000e-01, 1.17014e+00, 1.07390e+00, -6.67222e-01 
4.97500e-01, 1.16959e+00, 1.07240e+00, -6.70295e-01 
5.00000e-01, 1.16904e+00, 1.07089e+00, -6.73363e-01 
5.02500e-01, 1.16848e+00, 1.06938e+00, -6.76427e-01 
5.05000e-01, 1.16792e+00, 1.06787e+00, -6.79487e-01 
5.07500e-01, 1.16736e+00, 1.06634e+00, -6.82542e-01 
5.10000e-01, 1.16680e+00, 1.06481e+00, -6.85592e-01 
5.12500e-01, 1.16623e+00, 1.06327e+00, -6.88638e-01 
5.15000e-01, 1.16566e+00, 1.06173e+00, -6.91680e-01 
5.17500e-01, 1.16509e+00, 1.06018e+00, -6.94717e-01 
5.20000e-01, 1.16451e+00, 1.05862e+00, -6.97749e-01 
5.22500e-01, 1.16394e+00, 1.05705e+00, -7.00777e-01 
5.25000e-01, 1.16336e+00, 1.05548e+00, -7.03800e-01 
5.27500e-01, 1.16277e+00, 1.05390e+00, -7.06819e-01 
5.30000e-01, 1.16219e+00, 1.05232e+00, -7.09833e-01 
5.32500e-01, 1.16160e+00, 1.05073e+00, -7.12842e-01 
5.35000e-01, 1.16101e+00, 1.04913e+00, -7.15847e-01 
5.37500e-01, 1.16042e+00, 1.04752e+00, -7.18847e-01 
5.40000e-01, 1.15982e+00, 1.04591e+00, -7.21842e-01 
5.42500e-01, 1.15922e+00, 1.04429e+00, -7.24833e-01 
5.45000e-01, 1.15862e+00, 1.04267e+00, -7.27818e-01 
5.47500e-01, 1.15802e+00, 1.04104e+00, -7.30799e-01 
5.50000e-01, 1.15742e+00, 1.03940e+00, -7.33775e-01 
5.52500e-01, 1.15681e+00, 1.03775e+00, -7.36747e-01 
5.55000e-01, 1.15620e+00, 1.03610e+00, -7.39713e-01 
5.57500e-01, 1.15558e+00, 1.03445e+00, -7.42675e-01 
5.60000e-01, 1.15497e+00, 1.03278e+00, -7.45632e-01 
5.62500e-01, 1.15435e+00, 1.03111e+00, -7.48584e-01 
5.65000e-01, 1.15373e+00, 1.02943e+00, -7.51531e-01 
5.67500e-01, 1.15311e+00, 1.02775e+00, -7.54473e-01 
5.70000e-01, 1.15248e+00, 1.02606e+00, -7.57410e-01 
5.72500e-01, 1.15185e+00, 1.02436e+00, -7.60342e-01 
5.75000e-01, 1.15122e+00, 1.02266e+00, -7.63269e-01 
5.77500e-01, 1.15059e+00, 1.02095e+00, -7.66192e-01 
5.80000e-01, 1.14995e+00, 1.01923e+00, -7.69109e-01 
5.82500e-01, 1.14931e+00, 1.01751e+00, -7.72021e-01 
5.85000e-01, 1.14867e+00, 1.01578e+00, -7.74928e-01 
5.87500e-01, 1.14803e+00, 1.01405e+00, -7.77830e-01 
5.90000e-01, 1.14738e+00, 1.01231e+00, -7.80727e-01 
5.92500e-01, 1.14674e+00, 1.01056e+00, -7.83619e-01 
5.95000e-01, 1.14608e+00, 1.00880e+00, -7.86505e-01 
5.97500e-01, 1.14543e+00, 1.00704e+00, -7.89387e-01 
6.00000e-01, 1.14477e+00, 1.00528e+00, -7.92263e-01 
6.02500e-01, 1.14412e+00, 1.00350e+00, -7.95134e-01 
6.05000e-01, 1.14346e+00, 1.00172e+00, -7.98000e-01 
6.07500e-01, 1.14279e+00, 9.99939e-01, -8.00861e-01 
6.10000e-01, 1.14213e+00, 9.98147e-01, -8.03716e-01 
6.12500e-01, 1.14146e+00, 9.96349e-01, -8.06567e-01 
6.15000e-01, 1.14079e+00, 9.94544e-01, -8.09412e-01 
6.17500e-01, 1.14011e+00, 9.92733e-01, -8.12251e-01 
6.20000e-01, 1.13944e+00, 9.90916e-01, -8.15085e-01 
6.22500e-01, 1.13876e+00, 9.89093e-01, -8.17914e-01 
6.25000e-01, 1.13808e+00, 9.87264e-01, -8.20738e-01 
6.27500e-01, 1.13740e+00, 9.85428e-01, -8.23556e-01 
6.30000e-01, 1.13671e+00, 9.83586e-01, -8.26369e-01 
6.32500e-01, 1.13602e+00, 9.81739e-01, -8.29176e-01 
6.35000e-01, 1.13533e+00, 9.79885e-01, -8.31978e-01 
6.37500e-01, 1.13464e+00, 9.78024e-01, -8.34775e-01 
6.40000e-01, 1.13394e+00, 9.76158e-01, -8.37566e-01 
6.42500e-01, 1.13325e+00, 9.74286e-01, -8.40352e-01 
6.45000e-01, 1.13255e+00, 9.72407e-01, -8.43132e-01 
6.47500e-01, 1.13184e+00, 9.70523e-01, -8.45906e-01 
6.50000e-01, 1.13114e+00, 9.68632e-01, -8.48675e-01 
6.52500e-01, 1.13043e+00, 9.66735e-01, -8.51439e-01 
