k,lhs,rhs
6.50540e-04, 9.04334e-03, 5.31690e-04 
6.50574e-04, 9.04293e-03, 5.31550e-04 
6.50608e-04, 9.04253e-03, 5.31410e-04 
6.50643e-04, 9.04212e-03, 5.31269e-04 
6.50677e-04, 9.04171e-03, 5.31129e-04 
6.50711e-04, 9.04131e-03, 5.30989e-04 
6.50745e-04, 9.04090e-03, 5.30849e-04 
6.50779e-04, 9.04049e-03, 5.30709e-04 
6.50814e-04, 9.04009e-03, 5.30569e-04 
6.50848e-04, 9.03968e-03, 5.30429e-04 
6.50882e-04, 9.03927e-03, 5.30289e-04 
6.50916e-04, 9.03887e-03, 5.30149e-04 
6.50950e-04, 9.03846e-03, 5.30009e-04 
6.50984e-04, 9.03805e-03, 5.29869e-04 
6.51019e-04, 9.03765e-03, 5.29730e-04 
6.51053e-04, 9.03724e-03, 5.29590e-04 
6.51087e-04, 9.03684e-03, 5.29450e-04 
6.51121e-04, 9.03643e-03, 5.29311e-04 
6.51155e-04, 9.03602e-03, 5.29171e-04 
6.51190e-04, 9.03562e-03, 5.29031e-04 
6.51224e-04, 9.03521e-03, 5.28892e-04 
6.51258e-04, 9.03481e-03, 5.28752e-04 
6.51292e-04, 9.03440e-03, 5.28613e-04 
6.51326e-04, 9.03400e-03, 5.28474e-04 
6.51360e-04, 9.03359e-03, 5.28334e-04 
6.51395e-04, 9.03318e-03, 5.28195e-04 
6.51429e-04, 9.03278e-03, 5.28056e-04 
6.51463e-04, 9.03237e-03, 5.27917e-04 
6.51497e-04, 9.03197e-03, 5.27777e-04 
6.51531e-04, 9.03156e-03, 5.27638e-04 
6.51566e-04, 9.03116e-03, 5.27499e-04 
6.51600e-04, 9.03075e-03, 5.27360e-04 
6.51634e-04, 9.03035e-03, 5.27221e-04 
6.51668e-04, 9.02994e-03, 5.27082e-04 
6.51702e-04, 9.02954e-03, 5.26943e-04 
6.51736e-04, 9.02913e-03, 5.26805e-04 
6.51771e-04, 9.02873e-03, 5.26666e-04 
6.51805e-04, 9.02832e-03, 5.26527e-04 
6.51839e-04, 9.02791e-03, 5.26388e-04 
6.51873e-04, 9.02751e-03, 5.26250e-04 
6.51907e-04, 9.02710e-03, 5.26111e-04 
6.51942e-04, 9.02670e-03, 5.25972e-04 
6.51976e-04, 9.02630e-03, 5.25834e-04 
6.52010e-04, 9.02589e-03, 5.25695e-04 
6.52044e-04, 9.02549e-03, 5.25557e-04 
6.52078e-04, 9.02508e-03, 5.25419e-04 
6.52112e-04, 9.02468e-03, 5.25280e-04 
6.52147e-04, 9.02427e-03, 5.25142e-04 
6.52181e-04, 9.02387e-03, 5.25004e-04 
6.52215e-04, 9.02346e-03, 5.24865e-04 
6.52249e-04, 9.02306e-03, 5.24727e-04 
6.52283e-04, 9.02265e-03, 5.24589e-04 
6.52318e-04, 9.02225e-03, 5.24451e-04 
6.52352e-04, 9.02184e-03, 5.24313e-04 
6.52386e-04, 9.02144e-03, 5.24175e-04 
6.52420e-04, 9.02104e-03, 5.24037e-04 
6.52454e-04, 9.02063e-03, 5.23899e-04 
6.52488e-04, 9.02023e-03, 5.23761e-04 
6.52523e-04, 9.01982e-03, 5.23623e-04 
6.52557e-04, 9.01942e-03, 5.23485e-04 
6.52591e-04, 9.01902e-03, 5.23348e-04 
6.52625e-04, 9.01861e-03, 5.23210e-04 
6.52659e-04, 9.01821e-03, 5.23072e-04 
6.52694e-04, 9.01780e-03, 5.22935e-04 
6.52728e-04, 9.01740e-03, 5.22797e-04 
6.52762e-04, 9.01700e-03, 5.22660e-04 
6.52796e-04, 9.01659e-03, 5.22522e-04 
6.52830e-04, 9.01619e-03, 5.22385e-04 
6.52864e-04, 9.01579e-03, 5.22247e-04 
6.52899e-04, 9.01538e-03, 5.22110e-04 
6.52933e-04, 9.01498e-03, 5.21972e-04 
6.52967e-04, 9.01457e-03, 5.21835e-04 
6.53001e-04, 9.01417e-03, 5.21698e-04 
6.53035e-04, 9.01377e-03, 5.21561e-04 
6.53070e-04, 9.01336e-03, 5.21424e-04 
6.53104e-04, 9.01296e-03, 5.21287e-04 
6.53138e-04, 9.01256e-03, 5.21149e-04 
6.53172e-04, 9.01215e-03, 5.21012e-04 
6.53206e-04, 9.01175e-03, 5.20875e-04 
6.53240e-04, 9.01135e-03, 5.20739e-04 
6.53275e-04, 9.01094e-03, 5.20602e-04 
6.53309e-04, 9.01054e-03, 5.20465e-04 
6.53343e-04, 9.01014e-03, 5.20328e-04 
6.53377e-04, 9.00974e-03, 5.20191e-04 
6.53411e-04, 9.00933e-03, 5.20054e-04 
6.53446e-04, 9.00893e-03, 5.19918e-04 
6.53480e-04, 9.00853e-03, 5.19781e-04 
6.53514e-04, 9.00812e-03, 5.19645e-04 
6.53548e-04, 9.00772e-03, 5.19508e-04 
6.53582e-04, 9.00732e-03, 5.19372e-04 
6.53617e-04, 9.00692e-03, 5.19235e-04 
