r(m), E_r(T), E_theta(T), E_z(T) 
0.00000e+00, 2.00013e+09, -2.00013e+09, 0.00000e+00 
2.50000e-03, 2.00010e+09, -2.00012e+09, 2.36724e-16 
5.00000e-03, 2.00003e+09, -2.00009e+09, 4.73441e-16 
7.50000e-03, 1.99990e+09, -2.00003e+09, 7.10145e-16 
1.00000e-02, 1.99972e+09, -1.99996e+09, 9.46830e-16 
1.25000e-02, 1.99949e+09, -1.99986e+09, 1.18349e-15 
1.50000e-02, 1.99920e+09, -1.99975e+09, 1.42012e-15 
1.75000e-02, 1.99887e+09, -1.99961e+09, 1.65670e-15 
2.00000e-02, 1.99848e+09, -1.99945e+09, 1.89325e-15 
2.25000e-02, 1.99805e+09, -1.99927e+09, 2.12974e-15 
2.50000e-02, 1.99756e+09, -1.99907e+09, 2.36617e-15 
2.75000e-02, 1.99702e+09, -1.99884e+09, 2.60254e-15 
3.00000e-02, 1.99643e+09, -1.99860e+09, 2.83884e-15 
3.25000e-02, 1.99579e+09, -1.99833e+09, 3.07506e-15 
3.50000e-02, 1.99509e+09, -1.99805e+09, 3.31120e-15 
3.75000e-02, 1.99435e+09, -1.99774e+09, 3.54724e-15 
4.00000e-02, 1.99355e+09, -1.99741e+09, 3.78320e-15 
4.25000e-02, 1.99271e+09, -1.99706e+09, 4.01904e-15 
4.50000e-02, 1.99181e+09, -1.99669e+09, 4.25478e-15 
4.75000e-02, 1.99086e+09, -1.99629e+09, 4.49040e-15 
5.00000e-02, 1.98986e+09, -1.99588e+09, 4.72590e-15 
5.25000e-02, 1.98881e+09, -1.99544e+09, 4.96127e-15 
5.50000e-02, 1.98770e+09, -1.99499e+09, 5.19651e-15 
5.75000e-02, 1.98655e+09, -1.99451e+09, 5.43160e-15 
6.00000e-02, 1.98535e+09, -1.99401e+09, 5.66655e-15 
6.25000e-02, 1.98409e+09, -1.99349e+09, 5.90134e-15 
6.50000e-02, 1.98278e+09, -1.99295e+09, 6.13597e-15 
6.75000e-02, 1.98143e+09, -1.99239e+09, 6.37043e-15 
7.00000e-02, 1.98002e+09, -1.99181e+09, 6.60472e-15 
7.25000e-02, 1.97856e+09, -1.99120e+09, 6.83884e-15 
7.50000e-02, 1.97705e+09, -1.99058e+09, 7.07276e-15 
7.75000e-02, 1.97549e+09, -1.98993e+09, 7.30649e-15 
8.00000e-02, 1.97388e+09, -1.98926e+09, 7.54002e-15 
8.25000e-02, 1.97222e+09, -1.98857e+09, 7.77335e-15 
8.50000e-02, 1.97051e+09, -1.98786e+09, 8.00647e-15 
8.75000e-02, 1.96874e+09, -1.98713e+09, 8.23936e-15 
