r(m), E_r(T), E_theta(T), E_z(T) 
0.00000e+00, 4.48225e+09, 0.00000e+00, 0.00000e+00 
2.50000e-03, 4.48085e+09, 0.00000e+00, 1.32496e-14 
5.00000e-03, 4.47664e+09, 0.00000e+00, 2.64908e-14 
7.50000e-03, 4.46962e+09, 0.00000e+00, 3.97152e-14 
1.00000e-02, 4.45981e+09, 0.00000e+00, 5.29144e-14 
1.25000e-02, 4.44720e+09, 0.00000e+00, 6.60800e-14 
1.50000e-02, 4.43181e+09, 0.00000e+00, 7.92036e-14 
1.75000e-02, 4.41364e+09, 0.00000e+00, 9.22771e-14 
2.00000e-02, 4.39272e+09, 0.00000e+00, 1.05292e-13 
2.25000e-02, 4.36905e+09, 0.00000e+00, 1.18240e-13 
2.50000e-02, 4.34265e+09, 0.00000e+00, 1.31113e-13 
2.75000e-02, 4.31354e+09, 0.00000e+00, 1.43903e-13 
3.00000e-02, 4.28174e+09, 0.00000e+00, 1.56602e-13 
3.25000e-02, 4.24728e+09, 0.00000e+00, 1.69202e-13 
3.50000e-02, 4.21017e+09, 0.00000e+00, 1.81695e-13 
3.75000e-02, 4.17044e+09, 0.00000e+00, 1.94072e-13 
4.00000e-02, 4.12813e+09, 0.00000e+00, 2.06327e-13 
4.25000e-02, 4.08325e+09, 0.00000e+00, 2.18451e-13 
4.50000e-02, 4.03585e+09, 0.00000e+00, 2.30437e-13 
4.75000e-02, 3.98595e+09, 0.00000e+00, 2.42277e-13 
5.00000e-02, 3.93359e+09, 0.00000e+00, 2.53965e-13 
5.25000e-02, 3.87881e+09, 0.00000e+00, 2.65491e-13 
5.50000e-02, 3.82165e+09, 0.00000e+00, 2.76851e-13 
5.75000e-02, 3.76214e+09, 0.00000e+00, 2.88035e-13 
6.00000e-02, 3.70033e+09, 0.00000e+00, 2.99038e-13 
6.25000e-02, 3.63626e+09, 0.00000e+00, 3.09853e-13 
6.50000e-02, 3.56997e+09, 0.00000e+00, 3.20472e-13 
6.75000e-02, 3.50152e+09, 0.00000e+00, 3.30890e-13 
7.00000e-02, 3.43094e+09, 0.00000e+00, 3.41100e-13 
7.25000e-02, 3.35830e+09, 0.00000e+00, 3.51095e-13 
7.50000e-02, 3.28364e+09, 0.00000e+00, 3.60870e-13 
7.75000e-02, 3.20700e+09, 0.00000e+00, 3.70418e-13 
8.00000e-02, 3.12846e+09, 0.00000e+00, 3.79734e-13 
