k,lhs,rhs
2.30001e-01, 1.39078e-01, 1.66980e-02 
2.30007e-01, 1.39106e-01, 1.66942e-02 
2.30013e-01, 1.39134e-01, 1.66903e-02 
2.30019e-01, 1.39163e-01, 1.66865e-02 
2.30025e-01, 1.39191e-01, 1.66827e-02 
2.30031e-01, 1.39220e-01, 1.66789e-02 
2.30037e-01, 1.39248e-01, 1.66750e-02 
2.30043e-01, 1.39276e-01, 1.66712e-02 
2.30050e-01, 1.39305e-01, 1.66674e-02 
2.30056e-01, 1.39333e-01, 1.66635e-02 
2.30062e-01, 1.39361e-01, 1.66597e-02 
2.30068e-01, 1.39390e-01, 1.66559e-02 
2.30074e-01, 1.39418e-01, 1.66520e-02 
2.30080e-01, 1.39446e-01, 1.66482e-02 
2.30086e-01, 1.39475e-01, 1.66444e-02 
2.30092e-01, 1.39503e-01, 1.66405e-02 
2.30098e-01, 1.39531e-01, 1.66367e-02 
2.30105e-01, 1.39560e-01, 1.66328e-02 
2.30111e-01, 1.39588e-01, 1.66290e-02 
2.30117e-01, 1.39617e-01, 1.66252e-02 
2.30123e-01, 1.39645e-01, 1.66213e-02 
2.30129e-01, 1.39673e-01, 1.66175e-02 
2.30135e-01, 1.39702e-01, 1.66137e-02 
2.30141e-01, 1.39730e-01, 1.66098e-02 
2.30147e-01, 1.39758e-01, 1.66060e-02 
2.30153e-01, 1.39787e-01, 1.66021e-02 
2.30160e-01, 1.39815e-01, 1.65983e-02 
2.30166e-01, 1.39843e-01, 1.65945e-02 
2.30172e-01, 1.39872e-01, 1.65906e-02 
2.30178e-01, 1.39900e-01, 1.65868e-02 
2.30184e-01, 1.39928e-01, 1.65829e-02 
2.30190e-01, 1.39957e-01, 1.65791e-02 
2.30196e-01, 1.39985e-01, 1.65753e-02 
2.30202e-01, 1.40013e-01, 1.65714e-02 
2.30208e-01, 1.40042e-01, 1.65676e-02 
2.30215e-01, 1.40070e-01, 1.65637e-02 
2.30221e-01, 1.40098e-01, 1.65599e-02 
2.30227e-01, 1.40127e-01, 1.65560e-02 
2.30233e-01, 1.40155e-01, 1.65522e-02 
2.30239e-01, 1.40183e-01, 1.65484e-02 
2.30245e-01, 1.40212e-01, 1.65445e-02 
2.30251e-01, 1.40240e-01, 1.65407e-02 
2.30257e-01, 1.40268e-01, 1.65368e-02 
2.30263e-01, 1.40297e-01, 1.65330e-02 
2.30270e-01, 1.40325e-01, 1.65291e-02 
2.30276e-01, 1.40353e-01, 1.65253e-02 
2.30282e-01, 1.40382e-01, 1.65214e-02 
2.30288e-01, 1.40410e-01, 1.65176e-02 
2.30294e-01, 1.40438e-01, 1.65137e-02 
2.30300e-01, 1.40467e-01, 1.65099e-02 
2.30306e-01, 1.40495e-01, 1.65060e-02 
2.30312e-01, 1.40523e-01, 1.65022e-02 
2.30319e-01, 1.40552e-01, 1.64983e-02 
2.30325e-01, 1.40580e-01, 1.64945e-02 
2.30331e-01, 1.40608e-01, 1.64906e-02 
