k, beta 
3.33710e-01, 9.68872e+00 
5.46061e+00, 2.00000e-02 
3.64073e+00, 3.00000e-02 
2.73089e+00, 4.00000e-02 
2.18506e+00, 5.00000e-02 
1.82124e+00, 6.00000e-02 
1.56142e+00, 7.00000e-02 
1.36661e+00, 8.00000e-02 
1.21513e+00, 9.00000e-02 
1.09398e+00, 1.00000e-01 
9.94899e-01, 1.10000e-01 
9.12362e-01, 1.20000e-01 
8.42553e-01, 1.30000e-01 
7.82744e-01, 1.40000e-01 
7.30936e-01, 1.50000e-01 
6.85628e-01, 1.60000e-01 
6.45673e-01, 1.70000e-01 
6.10179e-01, 1.80000e-01 
5.78442e-01, 1.90000e-01 
5.49897e-01, 2.00000e-01 
5.24090e-01, 2.10000e-01 
5.00646e-01, 2.20000e-01 
4.79258e-01, 2.30000e-01 
4.59669e-01, 2.40000e-01 
4.41662e-01, 2.50000e-01 
4.25055e-01, 2.60000e-01 
4.09692e-01, 2.70000e-01 
3.95441e-01, 2.80000e-01 
3.82186e-01, 2.90000e-01 
3.69828e-01, 3.00000e-01 
3.58279e-01, 3.10000e-01 
3.47464e-01, 3.20000e-01 
3.37317e-01, 3.30000e-01 
3.27777e-01, 3.40000e-01 
3.18794e-01, 3.50000e-01 
3.10321e-01, 3.60000e-01 
3.02316e-01, 3.70000e-01 
2.94743e-01, 3.80000e-01 
2.87568e-01, 3.90000e-01 
2.80762e-01, 4.00000e-01 
2.74297e-01, 4.10000e-01 
2.68149e-01, 4.20000e-01 
2.62296e-01, 4.30000e-01 
2.56718e-01, 4.40000e-01 
2.51396e-01, 4.50000e-01 
2.46314e-01, 4.60000e-01 
2.41457e-01, 4.70000e-01 
2.36810e-01, 4.80000e-01 
2.32361e-01, 4.90000e-01 
2.28097e-01, 5.00000e-01 
2.24008e-01, 5.10000e-01 
2.20084e-01, 5.20000e-01 
2.16316e-01, 5.30000e-01 
2.12694e-01, 5.40000e-01 
2.09211e-01, 5.50000e-01 
2.05859e-01, 5.60000e-01 
2.02631e-01, 5.70000e-01 
1.99522e-01, 5.80000e-01 
1.96524e-01, 5.90000e-01 
1.93633e-01, 6.00000e-01 
1.90843e-01, 6.10000e-01 
1.88150e-01, 6.20000e-01 
1.85548e-01, 6.30000e-01 
1.83033e-01, 6.40000e-01 
1.80602e-01, 6.50000e-01 
1.78250e-01, 6.60000e-01 
1.75974e-01, 6.70000e-01 
1.73771e-01, 6.80000e-01 
1.71637e-01, 6.90000e-01 
1.69570e-01, 7.00000e-01 
1.67566e-01, 7.10000e-01 
1.65624e-01, 7.20000e-01 
1.63740e-01, 7.30000e-01 
1.61912e-01, 7.40000e-01 
1.60138e-01, 7.50000e-01 
1.58416e-01, 7.60000e-01 
1.56744e-01, 7.70000e-01 
1.55119e-01, 7.80000e-01 
1.53541e-01, 7.90000e-01 
1.52007e-01, 8.00000e-01 
1.50515e-01, 8.10000e-01 
1.49065e-01, 8.20000e-01 
1.47654e-01, 8.30000e-01 
1.46282e-01, 8.40000e-01 
1.44946e-01, 8.50000e-01 
1.43646e-01, 8.60000e-01 
1.42380e-01, 8.70000e-01 
1.41147e-01, 8.80000e-01 
1.39947e-01, 8.90000e-01 
1.38777e-01, 9.00000e-01 
1.37638e-01, 9.10000e-01 
1.36527e-01, 9.20000e-01 
1.35444e-01, 9.30000e-01 
1.34389e-01, 9.40000e-01 
1.33360e-01, 9.50000e-01 
1.32356e-01, 9.60000e-01 
1.31377e-01, 9.70000e-01 
1.30422e-01, 9.80000e-01 
1.29490e-01, 9.90000e-01 
1.28581e-01, 1.00000e+00 
1.27694e-01, 1.01000e+00 
1.26827e-01, 1.02000e+00 
1.25982e-01, 1.03000e+00 
1.25156e-01, 1.04000e+00 
1.24350e-01, 1.05000e+00 
1.23562e-01, 1.06000e+00 
1.22793e-01, 1.07000e+00 
1.22042e-01, 1.08000e+00 
1.21308e-01, 1.09000e+00 
1.20591e-01, 1.10000e+00 
1.19890e-01, 1.11000e+00 
1.19206e-01, 1.12000e+00 
1.18537e-01, 1.13000e+00 
1.17883e-01, 1.14000e+00 
1.17243e-01, 1.15000e+00 
1.16619e-01, 1.16000e+00 
1.16008e-01, 1.17000e+00 
1.15411e-01, 1.18000e+00 
1.14827e-01, 1.19000e+00 
1.14256e-01, 1.20000e+00 
1.13697e-01, 1.21000e+00 
1.13151e-01, 1.22000e+00 
1.12617e-01, 1.23000e+00 
1.12095e-01, 1.24000e+00 
1.11584e-01, 1.25000e+00 
1.11085e-01, 1.26000e+00 
1.10596e-01, 1.27000e+00 
1.10118e-01, 1.28000e+00 
1.09650e-01, 1.29000e+00 
1.09193e-01, 1.30000e+00 
1.08746e-01, 1.31000e+00 
1.08308e-01, 1.32000e+00 
1.07879e-01, 1.33000e+00 
1.07460e-01, 1.34000e+00 
1.07051e-01, 1.35000e+00 
1.06650e-01, 1.36000e+00 
1.06257e-01, 1.37000e+00 
1.05873e-01, 1.38000e+00 
1.05498e-01, 1.39000e+00 
1.05130e-01, 1.40000e+00 
1.04771e-01, 1.41000e+00 
1.04419e-01, 1.42000e+00 
1.04075e-01, 1.43000e+00 
1.03739e-01, 1.44000e+00 
1.03409e-01, 1.45000e+00 
1.03087e-01, 1.46000e+00 
1.02772e-01, 1.47000e+00 
1.02464e-01, 1.48000e+00 
1.02163e-01, 1.49000e+00 
1.01868e-01, 1.50000e+00 
1.01579e-01, 1.51000e+00 
1.01297e-01, 1.52000e+00 
1.01022e-01, 1.53000e+00 
1.00752e-01, 1.54000e+00 
1.00488e-01, 1.55000e+00 
1.00230e-01, 1.56000e+00 
9.99782e-02, 1.57000e+00 
9.97318e-02, 1.58000e+00 
9.94908e-02, 1.59000e+00 
9.92553e-02, 1.60000e+00 
9.90252e-02, 1.61000e+00 
9.88002e-02, 1.62000e+00 
9.85804e-02, 1.63000e+00 
9.83657e-02, 1.64000e+00 
9.81559e-02, 1.65000e+00 
9.79510e-02, 1.66000e+00 
9.77508e-02, 1.67000e+00 
9.75553e-02, 1.68000e+00 
9.73645e-02, 1.69000e+00 
9.71781e-02, 1.70000e+00 
9.69962e-02, 1.71000e+00 
9.68187e-02, 1.72000e+00 
9.66455e-02, 1.73000e+00 
9.64765e-02, 1.74000e+00 
9.63116e-02, 1.75000e+00 
9.61508e-02, 1.76000e+00 
9.59940e-02, 1.77000e+00 
9.58412e-02, 1.78000e+00 
9.56922e-02, 1.79000e+00 
9.55470e-02, 1.80000e+00 
9.54056e-02, 1.81000e+00 
9.52679e-02, 1.82000e+00 
9.51337e-02, 1.83000e+00 
9.50032e-02, 1.84000e+00 
9.48761e-02, 1.85000e+00 
9.47525e-02, 1.86000e+00 
9.46323e-02, 1.87000e+00 
9.45155e-02, 1.88000e+00 
9.44019e-02, 1.89000e+00 
9.42916e-02, 1.90000e+00 
9.41844e-02, 1.91000e+00 
9.40804e-02, 1.92000e+00 
9.39795e-02, 1.93000e+00 
9.38816e-02, 1.94000e+00 
9.37867e-02, 1.95000e+00 
9.36947e-02, 1.96000e+00 
9.36056e-02, 1.97000e+00 
9.35194e-02, 1.98000e+00 
9.34360e-02, 1.99000e+00 
9.33554e-02, 2.00000e+00 
9.32775e-02, 2.01000e+00 
9.32023e-02, 2.02000e+00 
9.31298e-02, 2.03000e+00 
9.30599e-02, 2.04000e+00 
9.29925e-02, 2.05000e+00 
9.29277e-02, 2.06000e+00 
9.28653e-02, 2.07000e+00 
9.28055e-02, 2.08000e+00 
9.27480e-02, 2.09000e+00 
9.26930e-02, 2.10000e+00 
9.26403e-02, 2.11000e+00 
9.25899e-02, 2.12000e+00 
9.25419e-02, 2.13000e+00 
9.24961e-02, 2.14000e+00 
9.24525e-02, 2.15000e+00 
9.24111e-02, 2.16000e+00 
9.23719e-02, 2.17000e+00 
9.23348e-02, 2.18000e+00 
9.22998e-02, 2.19000e+00 
9.22669e-02, 2.20000e+00 
9.22361e-02, 2.21000e+00 
9.22073e-02, 2.22000e+00 
9.21804e-02, 2.23000e+00 
9.21556e-02, 2.24000e+00 
9.21327e-02, 2.25000e+00 
9.21117e-02, 2.26000e+00 
9.20926e-02, 2.27000e+00 
9.20754e-02, 2.28000e+00 
9.20600e-02, 2.29000e+00 
9.20464e-02, 2.30000e+00 
9.20346e-02, 2.31000e+00 
9.20246e-02, 2.32000e+00 
9.20164e-02, 2.33000e+00 
9.20098e-02, 2.34000e+00 
9.20050e-02, 2.35000e+00 
9.20019e-02, 2.36000e+00 
9.20004e-02, 2.37000e+00 
9.20005e-02, 2.38000e+00 
9.20023e-02, 2.39000e+00 
9.20057e-02, 2.40000e+00 
9.20107e-02, 2.41000e+00 
9.20172e-02, 2.42000e+00 
9.20253e-02, 2.43000e+00 
9.20348e-02, 2.44000e+00 
9.20459e-02, 2.45000e+00 
9.20585e-02, 2.46000e+00 
9.20726e-02, 2.47000e+00 
9.20880e-02, 2.48000e+00 
9.21050e-02, 2.49000e+00 
9.21233e-02, 2.50000e+00 
9.21430e-02, 2.51000e+00 
9.21642e-02, 2.52000e+00 
9.21866e-02, 2.53000e+00 
9.22105e-02, 2.54000e+00 
9.22356e-02, 2.55000e+00 
9.22621e-02, 2.56000e+00 
9.22899e-02, 2.57000e+00 
9.23190e-02, 2.58000e+00 
9.23493e-02, 2.59000e+00 
9.23809e-02, 2.60000e+00 
9.24137e-02, 2.61000e+00 
9.24478e-02, 2.62000e+00 
9.24831e-02, 2.63000e+00 
9.25196e-02, 2.64000e+00 
9.25572e-02, 2.65000e+00 
9.25961e-02, 2.66000e+00 
9.26361e-02, 2.67000e+00 
9.26772e-02, 2.68000e+00 
9.27195e-02, 2.69000e+00 
9.27629e-02, 2.70000e+00 
9.28075e-02, 2.71000e+00 
9.28531e-02, 2.72000e+00 
9.28998e-02, 2.73000e+00 
9.29476e-02, 2.74000e+00 
9.29964e-02, 2.75000e+00 
9.30463e-02, 2.76000e+00 
9.30972e-02, 2.77000e+00 
9.31492e-02, 2.78000e+00 
9.32021e-02, 2.79000e+00 
9.32561e-02, 2.80000e+00 
9.33111e-02, 2.81000e+00 
9.33670e-02, 2.82000e+00 
9.34240e-02, 2.83000e+00 
9.34818e-02, 2.84000e+00 
9.35407e-02, 2.85000e+00 
9.36005e-02, 2.86000e+00 
9.36612e-02, 2.87000e+00 
9.37229e-02, 2.88000e+00 
9.37854e-02, 2.89000e+00 
9.38489e-02, 2.90000e+00 
9.39132e-02, 2.91000e+00 
9.39785e-02, 2.92000e+00 
9.40446e-02, 2.93000e+00 
9.41116e-02, 2.94000e+00 
9.41795e-02, 2.95000e+00 
9.42482e-02, 2.96000e+00 
9.43177e-02, 2.97000e+00 
9.43881e-02, 2.98000e+00 
9.44593e-02, 2.99000e+00 
9.45313e-02, 3.00000e+00 
9.46041e-02, 3.01000e+00 
9.46778e-02, 3.02000e+00 
9.47522e-02, 3.03000e+00 
9.48274e-02, 3.04000e+00 
9.49034e-02, 3.05000e+00 
9.49802e-02, 3.06000e+00 
9.50577e-02, 3.07000e+00 
9.51360e-02, 3.08000e+00 
9.52150e-02, 3.09000e+00 
9.52947e-02, 3.10000e+00 
9.53752e-02, 3.11000e+00 
9.54565e-02, 3.12000e+00 
9.55384e-02, 3.13000e+00 
9.56210e-02, 3.14000e+00 
9.57044e-02, 3.15000e+00 
9.57885e-02, 3.16000e+00 
9.58732e-02, 3.17000e+00 
9.59586e-02, 3.18000e+00 
9.60448e-02, 3.19000e+00 
9.61315e-02, 3.20000e+00 
9.62190e-02, 3.21000e+00 
9.63071e-02, 3.22000e+00 
9.63959e-02, 3.23000e+00 
9.64853e-02, 3.24000e+00 
9.65754e-02, 3.25000e+00 
9.66661e-02, 3.26000e+00 
9.67574e-02, 3.27000e+00 
9.68493e-02, 3.28000e+00 
9.69419e-02, 3.29000e+00 
9.70351e-02, 3.30000e+00 
9.71289e-02, 3.31000e+00 
9.72233e-02, 3.32000e+00 
9.73182e-02, 3.33000e+00 
9.74138e-02, 3.34000e+00 
9.75100e-02, 3.35000e+00 
9.76067e-02, 3.36000e+00 
9.77041e-02, 3.37000e+00 
9.78020e-02, 3.38000e+00 
9.79004e-02, 3.39000e+00 
9.79994e-02, 3.40000e+00 
9.80990e-02, 3.41000e+00 
9.81991e-02, 3.42000e+00 
9.82998e-02, 3.43000e+00 
9.84010e-02, 3.44000e+00 
9.85028e-02, 3.45000e+00 
9.86051e-02, 3.46000e+00 
9.87079e-02, 3.47000e+00 
9.88112e-02, 3.48000e+00 
9.89151e-02, 3.49000e+00 
9.90194e-02, 3.50000e+00 
9.91243e-02, 3.51000e+00 
9.92297e-02, 3.52000e+00 
9.93355e-02, 3.53000e+00 
9.94419e-02, 3.54000e+00 
9.95488e-02, 3.55000e+00 
9.96561e-02, 3.56000e+00 
9.97640e-02, 3.57000e+00 
9.98723e-02, 3.58000e+00 
9.99811e-02, 3.59000e+00 
1.00090e-01, 3.60000e+00 
1.00200e-01, 3.61000e+00 
1.00310e-01, 3.62000e+00 
1.00421e-01, 3.63000e+00 
1.00532e-01, 3.64000e+00 
1.00644e-01, 3.65000e+00 
1.00756e-01, 3.66000e+00 
1.00868e-01, 3.67000e+00 
1.00981e-01, 3.68000e+00 
1.01094e-01, 3.69000e+00 
1.01208e-01, 3.70000e+00 
1.01322e-01, 3.71000e+00 
1.01437e-01, 3.72000e+00 
1.01552e-01, 3.73000e+00 
1.01668e-01, 3.74000e+00 
1.01783e-01, 3.75000e+00 
1.01900e-01, 3.76000e+00 
1.02017e-01, 3.77000e+00 
1.02134e-01, 3.78000e+00 
1.02251e-01, 3.79000e+00 
1.02369e-01, 3.80000e+00 
1.02487e-01, 3.81000e+00 
1.02606e-01, 3.82000e+00 
1.02725e-01, 3.83000e+00 
1.02845e-01, 3.84000e+00 
1.02965e-01, 3.85000e+00 
1.03085e-01, 3.86000e+00 
1.03206e-01, 3.87000e+00 
1.03327e-01, 3.88000e+00 
1.03448e-01, 3.89000e+00 
1.03570e-01, 3.90000e+00 
1.03692e-01, 3.91000e+00 
1.03815e-01, 3.92000e+00 
1.03937e-01, 3.93000e+00 
1.04061e-01, 3.94000e+00 
1.04184e-01, 3.95000e+00 
1.04308e-01, 3.96000e+00 
1.04433e-01, 3.97000e+00 
1.04557e-01, 3.98000e+00 
1.04682e-01, 3.99000e+00 
1.04808e-01, 4.00000e+00 
1.04933e-01, 4.01000e+00 
1.05059e-01, 4.02000e+00 
1.05186e-01, 4.03000e+00 
1.05312e-01, 4.04000e+00 
1.05439e-01, 4.05000e+00 
1.05567e-01, 4.06000e+00 
1.05694e-01, 4.07000e+00 
1.05822e-01, 4.08000e+00 
1.05951e-01, 4.09000e+00 
1.06079e-01, 4.10000e+00 
1.06208e-01, 4.11000e+00 
1.06338e-01, 4.12000e+00 
1.06467e-01, 4.13000e+00 
1.06597e-01, 4.14000e+00 
1.06727e-01, 4.15000e+00 
1.06858e-01, 4.16000e+00 
1.06989e-01, 4.17000e+00 
1.07120e-01, 4.18000e+00 
1.07251e-01, 4.19000e+00 
1.07383e-01, 4.20000e+00 
1.07515e-01, 4.21000e+00 
1.07647e-01, 4.22000e+00 
1.07780e-01, 4.23000e+00 
1.07913e-01, 4.24000e+00 
1.08046e-01, 4.25000e+00 
1.08179e-01, 4.26000e+00 
1.08313e-01, 4.27000e+00 
1.08447e-01, 4.28000e+00 
1.08581e-01, 4.29000e+00 
1.08716e-01, 4.30000e+00 
1.08851e-01, 4.31000e+00 
1.08986e-01, 4.32000e+00 
1.09121e-01, 4.33000e+00 
1.09257e-01, 4.34000e+00 
1.09393e-01, 4.35000e+00 
1.09529e-01, 4.36000e+00 
1.09665e-01, 4.37000e+00 
1.09802e-01, 4.38000e+00 
1.09939e-01, 4.39000e+00 
1.10076e-01, 4.40000e+00 
1.10214e-01, 4.41000e+00 
1.10352e-01, 4.42000e+00 
1.10490e-01, 4.43000e+00 
1.10628e-01, 4.44000e+00 
1.10766e-01, 4.45000e+00 
1.10905e-01, 4.46000e+00 
1.11044e-01, 4.47000e+00 
1.11183e-01, 4.48000e+00 
1.11323e-01, 4.49000e+00 
1.11462e-01, 4.50000e+00 
1.11602e-01, 4.51000e+00 
1.11743e-01, 4.52000e+00 
1.11883e-01, 4.53000e+00 
1.12024e-01, 4.54000e+00 
1.12165e-01, 4.55000e+00 
1.12306e-01, 4.56000e+00 
1.12447e-01, 4.57000e+00 
1.12589e-01, 4.58000e+00 
1.12730e-01, 4.59000e+00 
1.12873e-01, 4.60000e+00 
1.13015e-01, 4.61000e+00 
1.13157e-01, 4.62000e+00 
1.13300e-01, 4.63000e+00 
1.13443e-01, 4.64000e+00 
1.13586e-01, 4.65000e+00 
1.13729e-01, 4.66000e+00 
1.13873e-01, 4.67000e+00 
1.14017e-01, 4.68000e+00 
1.14161e-01, 4.69000e+00 
1.14305e-01, 4.70000e+00 
1.14450e-01, 4.71000e+00 
1.14594e-01, 4.72000e+00 
1.14739e-01, 4.73000e+00 
1.14884e-01, 4.74000e+00 
1.15029e-01, 4.75000e+00 
1.15175e-01, 4.76000e+00 
1.15320e-01, 4.77000e+00 
1.15466e-01, 4.78000e+00 
1.15612e-01, 4.79000e+00 
1.15759e-01, 4.80000e+00 
1.15905e-01, 4.81000e+00 
1.16052e-01, 4.82000e+00 
1.16199e-01, 4.83000e+00 
1.16346e-01, 4.84000e+00 
1.16493e-01, 4.85000e+00 
1.16640e-01, 4.86000e+00 
1.16788e-01, 4.87000e+00 
1.16936e-01, 4.88000e+00 
1.17084e-01, 4.89000e+00 
1.17232e-01, 4.90000e+00 
1.17380e-01, 4.91000e+00 
1.17529e-01, 4.92000e+00 
1.17678e-01, 4.93000e+00 
1.17827e-01, 4.94000e+00 
1.17976e-01, 4.95000e+00 
1.18125e-01, 4.96000e+00 
1.18275e-01, 4.97000e+00 
1.18424e-01, 4.98000e+00 
1.18574e-01, 4.99000e+00 
1.18724e-01, 5.00000e+00 
1.18874e-01, 5.01000e+00 
1.19024e-01, 5.02000e+00 
1.19175e-01, 5.03000e+00 
1.19326e-01, 5.04000e+00 
1.19477e-01, 5.05000e+00 
1.19628e-01, 5.06000e+00 
1.19779e-01, 5.07000e+00 
1.19930e-01, 5.08000e+00 
1.20082e-01, 5.09000e+00 
1.20233e-01, 5.10000e+00 
1.20385e-01, 5.11000e+00 
1.20537e-01, 5.12000e+00 
1.20689e-01, 5.13000e+00 
1.20842e-01, 5.14000e+00 
1.20994e-01, 5.15000e+00 
1.21147e-01, 5.16000e+00 
1.21300e-01, 5.17000e+00 
1.21453e-01, 5.18000e+00 
1.21606e-01, 5.19000e+00 
1.21759e-01, 5.20000e+00 
1.21913e-01, 5.21000e+00 
1.22066e-01, 5.22000e+00 
1.22220e-01, 5.23000e+00 
1.22374e-01, 5.24000e+00 
1.22528e-01, 5.25000e+00 
1.22682e-01, 5.26000e+00 
1.22837e-01, 5.27000e+00 
1.22991e-01, 5.28000e+00 
1.23146e-01, 5.29000e+00 
1.23301e-01, 5.30000e+00 
1.23456e-01, 5.31000e+00 
1.23611e-01, 5.32000e+00 
1.23766e-01, 5.33000e+00 
1.23921e-01, 5.34000e+00 
1.24077e-01, 5.35000e+00 
1.24233e-01, 5.36000e+00 
1.24388e-01, 5.37000e+00 
1.24544e-01, 5.38000e+00 
1.24701e-01, 5.39000e+00 
1.24857e-01, 5.40000e+00 
1.25013e-01, 5.41000e+00 
1.25170e-01, 5.42000e+00 
1.25326e-01, 5.43000e+00 
1.25483e-01, 5.44000e+00 
1.25640e-01, 5.45000e+00 
1.25797e-01, 5.46000e+00 
1.25954e-01, 5.47000e+00 
1.26112e-01, 5.48000e+00 
1.26269e-01, 5.49000e+00 
1.26427e-01, 5.50000e+00 
1.26584e-01, 5.51000e+00 
1.26742e-01, 5.52000e+00 
1.26900e-01, 5.53000e+00 
1.27058e-01, 5.54000e+00 
1.27217e-01, 5.55000e+00 
1.27375e-01, 5.56000e+00 
1.27534e-01, 5.57000e+00 
1.27692e-01, 5.58000e+00 
1.27851e-01, 5.59000e+00 
1.28010e-01, 5.60000e+00 
1.28169e-01, 5.61000e+00 
1.28328e-01, 5.62000e+00 
1.28487e-01, 5.63000e+00 
1.28647e-01, 5.64000e+00 
1.28806e-01, 5.65000e+00 
1.28966e-01, 5.66000e+00 
1.29125e-01, 5.67000e+00 
1.29285e-01, 5.68000e+00 
1.29445e-01, 5.69000e+00 
1.29605e-01, 5.70000e+00 
1.29766e-01, 5.71000e+00 
1.29926e-01, 5.72000e+00 
1.30086e-01, 5.73000e+00 
1.30247e-01, 5.74000e+00 
1.30408e-01, 5.75000e+00 
1.30568e-01, 5.76000e+00 
1.30729e-01, 5.77000e+00 
1.30890e-01, 5.78000e+00 
1.31051e-01, 5.79000e+00 
1.31213e-01, 5.80000e+00 
1.31374e-01, 5.81000e+00 
1.31536e-01, 5.82000e+00 
1.31697e-01, 5.83000e+00 
1.31859e-01, 5.84000e+00 
1.32021e-01, 5.85000e+00 
1.32183e-01, 5.86000e+00 
1.32345e-01, 5.87000e+00 
1.32507e-01, 5.88000e+00 
1.32669e-01, 5.89000e+00 
1.32831e-01, 5.90000e+00 
1.32994e-01, 5.91000e+00 
1.33156e-01, 5.92000e+00 
1.33319e-01, 5.93000e+00 
1.33482e-01, 5.94000e+00 
1.33645e-01, 5.95000e+00 
1.33808e-01, 5.96000e+00 
1.33971e-01, 5.97000e+00 
1.34134e-01, 5.98000e+00 
1.34297e-01, 5.99000e+00 
1.34460e-01, 6.00000e+00 
1.34624e-01, 6.01000e+00 
1.34787e-01, 6.02000e+00 
1.34951e-01, 6.03000e+00 
1.35115e-01, 6.04000e+00 
1.35279e-01, 6.05000e+00 
1.35443e-01, 6.06000e+00 
1.35607e-01, 6.07000e+00 
1.35771e-01, 6.08000e+00 
1.35935e-01, 6.09000e+00 
1.36100e-01, 6.10000e+00 
1.36264e-01, 6.11000e+00 
1.36429e-01, 6.12000e+00 
1.36593e-01, 6.13000e+00 
1.36758e-01, 6.14000e+00 
1.36923e-01, 6.15000e+00 
1.37088e-01, 6.16000e+00 
1.37253e-01, 6.17000e+00 
1.37418e-01, 6.18000e+00 
1.37583e-01, 6.19000e+00 
1.37749e-01, 6.20000e+00 
1.37914e-01, 6.21000e+00 
1.38080e-01, 6.22000e+00 
1.38245e-01, 6.23000e+00 
1.38411e-01, 6.24000e+00 
1.38577e-01, 6.25000e+00 
1.38742e-01, 6.26000e+00 
1.38908e-01, 6.27000e+00 
1.39074e-01, 6.28000e+00 
1.39241e-01, 6.29000e+00 
1.39407e-01, 6.30000e+00 
1.39573e-01, 6.31000e+00 
1.39739e-01, 6.32000e+00 
1.39906e-01, 6.33000e+00 
1.40072e-01, 6.34000e+00 
1.40239e-01, 6.35000e+00 
1.40406e-01, 6.36000e+00 
1.40573e-01, 6.37000e+00 
1.40739e-01, 6.38000e+00 
1.40906e-01, 6.39000e+00 
1.41074e-01, 6.40000e+00 
1.41241e-01, 6.41000e+00 
1.41408e-01, 6.42000e+00 
1.41575e-01, 6.43000e+00 
1.41743e-01, 6.44000e+00 
1.41910e-01, 6.45000e+00 
1.42078e-01, 6.46000e+00 
1.42245e-01, 6.47000e+00 
1.42413e-01, 6.48000e+00 
1.42581e-01, 6.49000e+00 
1.42749e-01, 6.50000e+00 
1.42917e-01, 6.51000e+00 
1.43085e-01, 6.52000e+00 
1.43253e-01, 6.53000e+00 
1.43421e-01, 6.54000e+00 
1.43589e-01, 6.55000e+00 
1.43758e-01, 6.56000e+00 
1.43926e-01, 6.57000e+00 
1.44095e-01, 6.58000e+00 
1.44263e-01, 6.59000e+00 
1.44432e-01, 6.60000e+00 
1.44601e-01, 6.61000e+00 
1.44769e-01, 6.62000e+00 
1.44938e-01, 6.63000e+00 
1.45107e-01, 6.64000e+00 
1.45276e-01, 6.65000e+00 
1.45445e-01, 6.66000e+00 
1.45615e-01, 6.67000e+00 
1.45784e-01, 6.68000e+00 
1.45953e-01, 6.69000e+00 
1.46122e-01, 6.70000e+00 
1.46292e-01, 6.71000e+00 
1.46462e-01, 6.72000e+00 
1.46631e-01, 6.73000e+00 
1.46801e-01, 6.74000e+00 
