r(m), B_r(T), B_theta(T), B_z(T) 
0.00000e+00, 2.71723e+00, 2.71723e+00, -0.00000e+00 
2.50000e-03, 2.71717e+00, 2.71706e+00, -3.55126e-02 
5.00000e-03, 2.71698e+00, 2.71652e+00, -7.10204e-02 
7.50000e-03, 2.71667e+00, 2.71563e+00, -1.06519e-01 
1.00000e-02, 2.71623e+00, 2.71438e+00, -1.42003e-01 
1.25000e-02, 2.71567e+00, 2.71277e+00, -1.77468e-01 
1.50000e-02, 2.71498e+00, 2.71081e+00, -2.12910e-01 
1.75000e-02, 2.71417e+00, 2.70849e+00, -2.48323e-01 
2.00000e-02, 2.71323e+00, 2.70581e+00, -2.83703e-01 
2.25000e-02, 2.71217e+00, 2.70278e+00, -3.19046e-01 
2.50000e-02, 2.71098e+00, 2.69939e+00, -3.54346e-01 
2.75000e-02, 2.70967e+00, 2.69565e+00, -3.89599e-01 
3.00000e-02, 2.70823e+00, 2.69156e+00, -4.24800e-01 
3.25000e-02, 2.70667e+00, 2.68711e+00, -4.59944e-01 
3.50000e-02, 2.70498e+00, 2.68230e+00, -4.95027e-01 
3.75000e-02, 2.70317e+00, 2.67715e+00, -5.30044e-01 
4.00000e-02, 2.70124e+00, 2.67165e+00, -5.64991e-01 
4.25000e-02, 2.69918e+00, 2.66579e+00, -5.99863e-01 
4.50000e-02, 2.69700e+00, 2.65958e+00, -6.34654e-01 
4.75000e-02, 2.69470e+00, 2.65303e+00, -6.69362e-01 
5.00000e-02, 2.69227e+00, 2.64613e+00, -7.03980e-01 
5.25000e-02, 2.68972e+00, 2.63888e+00, -7.38504e-01 
5.50000e-02, 2.68705e+00, 2.63129e+00, -7.72930e-01 
5.75000e-02, 2.68425e+00, 2.62335e+00, -8.07254e-01 
6.00000e-02, 2.68133e+00, 2.61506e+00, -8.41470e-01 
6.25000e-02, 2.67829e+00, 2.60644e+00, -8.75574e-01 
6.50000e-02, 2.67513e+00, 2.59747e+00, -9.09562e-01 
6.75000e-02, 2.67185e+00, 2.58817e+00, -9.43429e-01 
7.00000e-02, 2.66845e+00, 2.57852e+00, -9.77170e-01 
7.25000e-02, 2.66492e+00, 2.56854e+00, -1.01078e+00 
7.50000e-02, 2.66128e+00, 2.55823e+00, -1.04426e+00 
7.75000e-02, 2.65751e+00, 2.54758e+00, -1.07760e+00 
8.00000e-02, 2.65363e+00, 2.53660e+00, -1.11079e+00 
8.25000e-02, 2.64963e+00, 2.52528e+00, -1.14384e+00 
8.50000e-02, 2.64550e+00, 2.51364e+00, -1.17674e+00 
8.75000e-02, 2.64126e+00, 2.50167e+00, -1.20948e+00 
9.00000e-02, 2.63690e+00, 2.48938e+00, -1.24206e+00 
9.25000e-02, 2.63242e+00, 2.47676e+00, -1.27447e+00 
9.50000e-02, 2.62783e+00, 2.46382e+00, -1.30671e+00 
9.75000e-02, 2.62312e+00, 2.45056e+00, -1.33879e+00 
1.00000e-01, 2.61829e+00, 2.43699e+00, -1.37068e+00 
1.02500e-01, 2.61334e+00, 2.42309e+00, -1.40239e+00 
1.05000e-01, 2.60828e+00, 2.40889e+00, -1.43392e+00 
1.07500e-01, 2.60311e+00, 2.39437e+00, -1.46525e+00 
1.10000e-01, 2.59782e+00, 2.37954e+00, -1.49640e+00 
1.12500e-01, 2.59241e+00, 2.36440e+00, -1.52734e+00 
1.15000e-01, 2.58690e+00, 2.34896e+00, -1.55808e+00 
1.17500e-01, 2.58126e+00, 2.33322e+00, -1.58862e+00 
1.20000e-01, 2.57552e+00, 2.31717e+00, -1.61894e+00 
1.22500e-01, 2.56966e+00, 2.30083e+00, -1.64905e+00 
1.25000e-01, 2.56370e+00, 2.28419e+00, -1.67894e+00 
1.27500e-01, 2.55762e+00, 2.26725e+00, -1.70861e+00 
1.30000e-01, 2.55143e+00, 2.25003e+00, -1.73806e+00 
1.32500e-01, 2.54513e+00, 2.23252e+00, -1.76727e+00 
1.35000e-01, 2.53872e+00, 2.21472e+00, -1.79625e+00 
1.37500e-01, 2.53220e+00, 2.19664e+00, -1.82499e+00 
1.40000e-01, 2.52557e+00, 2.17828e+00, -1.85349e+00 
1.42500e-01, 2.51884e+00, 2.15964e+00, -1.88175e+00 
1.45000e-01, 2.51200e+00, 2.14072e+00, -1.90976e+00 
1.47500e-01, 2.50505e+00, 2.12153e+00, -1.93751e+00 
1.50000e-01, 2.49800e+00, 2.10208e+00, -1.96501e+00 
1.52500e-01, 2.49084e+00, 2.08235e+00, -1.99226e+00 
1.55000e-01, 2.48357e+00, 2.06237e+00, -2.01923e+00 
1.57500e-01, 2.47621e+00, 2.04212e+00, -2.04595e+00 
1.60000e-01, 2.46874e+00, 2.02161e+00, -2.07239e+00 
1.62500e-01, 2.46117e+00, 2.00085e+00, -2.09856e+00 
1.65000e-01, 2.45349e+00, 1.97984e+00, -2.12445e+00 
1.67500e-01, 2.44571e+00, 1.95857e+00, -2.15006e+00 
1.70000e-01, 2.43784e+00, 1.93707e+00, -2.17539e+00 
