r(m), E_r(T), E_theta(T), E_z(T) 
6.77500e-01, 1.58295e+09, -1.77448e+09, 2.50120e-14 
6.80000e-01, 1.58059e+09, -1.77347e+09, 2.50922e-14 
6.82500e-01, 1.57822e+09, -1.77246e+09, 2.51723e-14 
6.85000e-01, 1.57584e+09, -1.77145e+09, 2.52523e-14 
6.87500e-01, 1.57345e+09, -1.77043e+09, 2.53322e-14 
6.90000e-01, 1.57106e+09, -1.76941e+09, 2.54119e-14 
6.92500e-01, 1.56866e+09, -1.76838e+09, 2.54915e-14 
6.95000e-01, 1.56625e+09, -1.76735e+09, 2.55710e-14 
6.97500e-01, 1.56384e+09, -1.76632e+09, 2.56503e-14 
7.00000e-01, 1.56141e+09, -1.76529e+09, 2.57295e-14 
7.02500e-01, 1.55899e+09, -1.76425e+09, 2.58086e-14 
7.05000e-01, 1.55655e+09, -1.76321e+09, 2.58875e-14 
7.07500e-01, 1.55410e+09, -1.76216e+09, 2.59664e-14 
7.10000e-01, 1.55165e+09, -1.76112e+09, 2.60450e-14 
7.12500e-01, 1.54919e+09, -1.76007e+09, 2.61236e-14 
7.15000e-01, 1.54673e+09, -1.75901e+09, 2.62020e-14 
7.17500e-01, 1.54425e+09, -1.75795e+09, 2.62802e-14 
7.20000e-01, 1.54177e+09, -1.75689e+09, 2.63584e-14 
7.22500e-01, 1.53929e+09, -1.75583e+09, 2.64364e-14 
7.25000e-01, 1.53679e+09, -1.75476e+09, 2.65142e-14 
7.27500e-01, 1.53429e+09, -1.75369e+09, 2.65920e-14 
7.30000e-01, 1.53178e+09, -1.75261e+09, 2.66696e-14 
7.32500e-01, 1.52926e+09, -1.75154e+09, 2.67470e-14 
7.35000e-01, 1.52674e+09, -1.75046e+09, 2.68243e-14 
7.37500e-01, 1.52421e+09, -1.74937e+09, 2.69015e-14 
7.40000e-01, 1.52167e+09, -1.74829e+09, 2.69785e-14 
7.42500e-01, 1.51912e+09, -1.74720e+09, 2.70554e-14 
7.45000e-01, 1.51657e+09, -1.74610e+09, 2.71322e-14 
7.47500e-01, 1.51401e+09, -1.74500e+09, 2.72088e-14 
7.50000e-01, 1.51145e+09, -1.74390e+09, 2.72853e-14 
7.52500e-01, 1.50887e+09, -1.74280e+09, 2.73616e-14 
7.55000e-01, 1.50629e+09, -1.74170e+09, 2.74378e-14 
7.57500e-01, 1.50370e+09, -1.74059e+09, 2.75139e-14 
7.60000e-01, 1.50111e+09, -1.73947e+09, 2.75898e-14 
7.62500e-01, 1.49851e+09, -1.73836e+09, 2.76656e-14 
7.65000e-01, 1.49590e+09, -1.73724e+09, 2.77412e-14 
7.67500e-01, 1.49328e+09, -1.73611e+09, 2.78167e-14 
7.70000e-01, 1.49066e+09, -1.73499e+09, 2.78921e-14 
7.72500e-01, 1.48803e+09, -1.73386e+09, 2.79673e-14 
7.75000e-01, 1.48540e+09, -1.73273e+09, 2.80423e-14 
7.77500e-01, 1.48275e+09, -1.73159e+09, 2.81173e-14 
7.80000e-01, 1.48010e+09, -1.73045e+09, 2.81920e-14 
7.82500e-01, 1.47745e+09, -1.72931e+09, 2.82667e-14 
7.85000e-01, 1.47478e+09, -1.72817e+09, 2.83411e-14 
7.87500e-01, 1.47211e+09, -1.72702e+09, 2.84155e-14 
7.90000e-01, 1.46943e+09, -1.72587e+09, 2.84897e-14 
7.92500e-01, 1.46675e+09, -1.72471e+09, 2.85637e-14 
7.95000e-01, 1.46406e+09, -1.72356e+09, 2.86376e-14 
7.97500e-01, 1.46136e+09, -1.72240e+09, 2.87114e-14 
8.00000e-01, 1.45866e+09, -1.72123e+09, 2.87850e-14 
8.02500e-01, 1.45594e+09, -1.72006e+09, 2.88584e-14 
8.05000e-01, 1.45323e+09, -1.71889e+09, 2.89317e-14 
8.07500e-01, 1.45050e+09, -1.71772e+09, 2.90049e-14 
8.10000e-01, 1.44777e+09, -1.71654e+09, 2.90779e-14 
8.12500e-01, 1.44503e+09, -1.71537e+09, 2.91508e-14 
8.15000e-01, 1.44229e+09, -1.71418e+09, 2.92235e-14 
8.17500e-01, 1.43953e+09, -1.71300e+09, 2.92960e-14 
8.20000e-01, 1.43678e+09, -1.71181e+09, 2.93684e-14 
8.22500e-01, 1.43401e+09, -1.71062e+09, 2.94407e-14 
8.25000e-01, 1.43124e+09, -1.70942e+09, 2.95128e-14 
8.27500e-01, 1.42846e+09, -1.70822e+09, 2.95848e-14 
8.30000e-01, 1.42568e+09, -1.70702e+09, 2.96566e-14 
8.32500e-01, 1.42288e+09, -1.70582e+09, 2.97282e-14 
8.35000e-01, 1.42009e+09, -1.70461e+09, 2.97997e-14 
8.37500e-01, 1.41728e+09, -1.70340e+09, 2.98711e-14 
8.40000e-01, 1.41447e+09, -1.70219e+09, 2.99423e-14 
8.42500e-01, 1.41165e+09, -1.70097e+09, 3.00133e-14 
8.45000e-01, 1.40883e+09, -1.69975e+09, 3.00842e-14 
8.47500e-01, 1.40600e+09, -1.69853e+09, 3.01549e-14 
8.50000e-01, 1.40316e+09, -1.69730e+09, 3.02255e-14 
8.52500e-01, 1.40032e+09, -1.69607e+09, 3.02959e-14 
8.55000e-01, 1.39747e+09, -1.69484e+09, 3.03662e-14 
8.57500e-01, 1.39461e+09, -1.69361e+09, 3.04363e-14 
8.60000e-01, 1.39175e+09, -1.69237e+09, 3.05063e-14 
8.62500e-01, 1.38888e+09, -1.69113e+09, 3.05761e-14 
8.65000e-01, 1.38601e+09, -1.68989e+09, 3.06457e-14 
8.67500e-01, 1.38312e+09, -1.68864e+09, 3.07152e-14 
8.70000e-01, 1.38024e+09, -1.68739e+09, 3.07845e-14 
8.72500e-01, 1.37734e+09, -1.68614e+09, 3.08537e-14 
8.75000e-01, 1.37444e+09, -1.68488e+09, 3.09227e-14 
8.77500e-01, 1.37154e+09, -1.68362e+09, 3.09916e-14 
8.80000e-01, 1.36862e+09, -1.68236e+09, 3.10603e-14 
8.82500e-01, 1.36570e+09, -1.68109e+09, 3.11288e-14 
8.85000e-01, 1.36278e+09, -1.67983e+09, 3.11972e-14 
8.87500e-01, 1.35985e+09, -1.67856e+09, 3.12654e-14 
8.90000e-01, 1.35691e+09, -1.67728e+09, 3.13335e-14 
8.92500e-01, 1.35396e+09, -1.67601e+09, 3.14013e-14 
