r(m), B_r(T), B_theta(T), B_z(T) 
0.00000e+00, 2.13546e-01, 2.13546e-01, -0.00000e+00 
2.50000e-03, 2.13546e-01, 2.13546e-01, -8.22930e-05 
5.00000e-03, 2.13546e-01, 2.13546e-01, -1.64586e-04 
7.50000e-03, 2.13546e-01, 2.13546e-01, -2.46879e-04 
1.00000e-02, 2.13546e-01, 2.13546e-01, -3.29172e-04 
1.25000e-02, 2.13546e-01, 2.13545e-01, -4.11465e-04 
1.50000e-02, 2.13546e-01, 2.13545e-01, -4.93757e-04 
1.75000e-02, 2.13545e-01, 2.13545e-01, -5.76050e-04 
2.00000e-02, 2.13545e-01, 2.13545e-01, -6.58343e-04 
2.25000e-02, 2.13545e-01, 2.13545e-01, -7.40635e-04 
2.50000e-02, 2.13545e-01, 2.13544e-01, -8.22927e-04 
2.75000e-02, 2.13545e-01, 2.13544e-01, -9.05220e-04 
3.00000e-02, 2.13545e-01, 2.13544e-01, -9.87512e-04 
3.25000e-02, 2.13545e-01, 2.13543e-01, -1.06980e-03 
3.50000e-02, 2.13544e-01, 2.13543e-01, -1.15210e-03 
3.75000e-02, 2.13544e-01, 2.13542e-01, -1.23439e-03 
4.00000e-02, 2.13544e-01, 2.13542e-01, -1.31668e-03 
4.25000e-02, 2.13544e-01, 2.13541e-01, -1.39897e-03 
4.50000e-02, 2.13544e-01, 2.13541e-01, -1.48126e-03 
4.75000e-02, 2.13543e-01, 2.13540e-01, -1.56355e-03 
5.00000e-02, 2.13543e-01, 2.13540e-01, -1.64584e-03 
5.25000e-02, 2.13543e-01, 2.13539e-01, -1.72813e-03 
5.50000e-02, 2.13542e-01, 2.13539e-01, -1.81042e-03 
5.75000e-02, 2.13542e-01, 2.13538e-01, -1.89271e-03 
6.00000e-02, 2.13542e-01, 2.13537e-01, -1.97500e-03 
6.25000e-02, 2.13541e-01, 2.13536e-01, -2.05729e-03 
6.50000e-02, 2.13541e-01, 2.13536e-01, -2.13958e-03 
6.75000e-02, 2.13541e-01, 2.13535e-01, -2.22187e-03 
7.00000e-02, 2.13540e-01, 2.13534e-01, -2.30416e-03 
7.25000e-02, 2.13540e-01, 2.13533e-01, -2.38644e-03 
7.50000e-02, 2.13539e-01, 2.13532e-01, -2.46873e-03 
7.75000e-02, 2.13539e-01, 2.13531e-01, -2.55102e-03 
8.00000e-02, 2.13539e-01, 2.13530e-01, -2.63331e-03 
8.25000e-02, 2.13538e-01, 2.13530e-01, -2.71559e-03 
8.50000e-02, 2.13538e-01, 2.13529e-01, -2.79788e-03 
8.75000e-02, 2.13537e-01, 2.13527e-01, -2.88016e-03 
9.00000e-02, 2.13537e-01, 2.13526e-01, -2.96245e-03 
9.25000e-02, 2.13536e-01, 2.13525e-01, -3.04473e-03 
9.50000e-02, 2.13536e-01, 2.13524e-01, -3.12702e-03 
9.75000e-02, 2.13535e-01, 2.13523e-01, -3.20930e-03 
1.00000e-01, 2.13535e-01, 2.13522e-01, -3.29158e-03 
1.02500e-01, 2.13534e-01, 2.13521e-01, -3.37387e-03 
1.05000e-01, 2.13533e-01, 2.13519e-01, -3.45615e-03 
1.07500e-01, 2.13533e-01, 2.13518e-01, -3.53843e-03 
1.10000e-01, 2.13532e-01, 2.13517e-01, -3.62071e-03 
1.12500e-01, 2.13532e-01, 2.13516e-01, -3.70299e-03 
1.15000e-01, 2.13531e-01, 2.13514e-01, -3.78527e-03 
1.17500e-01, 2.13530e-01, 2.13513e-01, -3.86755e-03 
1.20000e-01, 2.13530e-01, 2.13511e-01, -3.94983e-03 
1.22500e-01, 2.13529e-01, 2.13510e-01, -4.03211e-03 
1.25000e-01, 2.13528e-01, 2.13508e-01, -4.11438e-03 
1.27500e-01, 2.13528e-01, 2.13507e-01, -4.19666e-03 
1.30000e-01, 2.13527e-01, 2.13505e-01, -4.27894e-03 
1.32500e-01, 2.13526e-01, 2.13504e-01, -4.36121e-03 
1.35000e-01, 2.13525e-01, 2.13502e-01, -4.44349e-03 
1.37500e-01, 2.13525e-01, 2.13501e-01, -4.52576e-03 
1.40000e-01, 2.13524e-01, 2.13499e-01, -4.60803e-03 
1.42500e-01, 2.13523e-01, 2.13497e-01, -4.69031e-03 
1.45000e-01, 2.13522e-01, 2.13496e-01, -4.77258e-03 
1.47500e-01, 2.13521e-01, 2.13494e-01, -4.85485e-03 
1.50000e-01, 2.13521e-01, 2.13492e-01, -4.93712e-03 
1.52500e-01, 2.13520e-01, 2.13490e-01, -5.01939e-03 
1.55000e-01, 2.13519e-01, 2.13488e-01, -5.10166e-03 
1.57500e-01, 2.13518e-01, 2.13486e-01, -5.18393e-03 
1.60000e-01, 2.13517e-01, 2.13485e-01, -5.26619e-03 
1.62500e-01, 2.13516e-01, 2.13483e-01, -5.34846e-03 
1.65000e-01, 2.13515e-01, 2.13481e-01, -5.43073e-03 
1.67500e-01, 2.13514e-01, 2.13479e-01, -5.51299e-03 
1.70000e-01, 2.13513e-01, 2.13477e-01, -5.59526e-03 
1.72500e-01, 2.13512e-01, 2.13475e-01, -5.67752e-03 
1.75000e-01, 2.13511e-01, 2.13473e-01, -5.75978e-03 
1.77500e-01, 2.13510e-01, 2.13470e-01, -5.84204e-03 
1.80000e-01, 2.13509e-01, 2.13468e-01, -5.92430e-03 
1.82500e-01, 2.13508e-01, 2.13466e-01, -6.00656e-03 
1.85000e-01, 2.13507e-01, 2.13464e-01, -6.08882e-03 
1.87500e-01, 2.13506e-01, 2.13462e-01, -6.17108e-03 
1.90000e-01, 2.13505e-01, 2.13459e-01, -6.25334e-03 
1.92500e-01, 2.13504e-01, 2.13457e-01, -6.33559e-03 
1.95000e-01, 2.13503e-01, 2.13455e-01, -6.41785e-03 
1.97500e-01, 2.13502e-01, 2.13453e-01, -6.50010e-03 
2.00000e-01, 2.13501e-01, 2.13450e-01, -6.58235e-03 
2.02500e-01, 2.13500e-01, 2.13448e-01, -6.66461e-03 
2.05000e-01, 2.13499e-01, 2.13445e-01, -6.74686e-03 
2.07500e-01, 2.13497e-01, 2.13443e-01, -6.82911e-03 
2.10000e-01, 2.13496e-01, 2.13440e-01, -6.91135e-03 
2.12500e-01, 2.13495e-01, 2.13438e-01, -6.99360e-03 
2.15000e-01, 2.13494e-01, 2.13435e-01, -7.07585e-03 
2.17500e-01, 2.13493e-01, 2.13433e-01, -7.15809e-03 
2.20000e-01, 2.13491e-01, 2.13430e-01, -7.24034e-03 
2.22500e-01, 2.13490e-01, 2.13427e-01, -7.32258e-03 
2.25000e-01, 2.13489e-01, 2.13425e-01, -7.40482e-03 
2.27500e-01, 2.13488e-01, 2.13422e-01, -7.48706e-03 
2.30000e-01, 2.13486e-01, 2.13419e-01, -7.56930e-03 
2.32500e-01, 2.13485e-01, 2.13417e-01, -7.65154e-03 
2.35000e-01, 2.13484e-01, 2.13414e-01, -7.73378e-03 
2.37500e-01, 2.13482e-01, 2.13411e-01, -7.81602e-03 
2.40000e-01, 2.13481e-01, 2.13408e-01, -7.89825e-03 
2.42500e-01, 2.13480e-01, 2.13405e-01, -7.98049e-03 
2.45000e-01, 2.13478e-01, 2.13402e-01, -8.06272e-03 
