r(m), E_r(T), E_theta(T), E_z(T) 
0.00000e+00, 4.48225e+09, 0.00000e+00, 0.00000e+00 
2.50000e-03, 4.36402e+09, 0.00000e+00, 1.02219e-13 
5.00000e-03, 4.01632e+09, 0.00000e+00, 1.98981e-13 
7.50000e-03, 3.45971e+09, 0.00000e+00, 2.85155e-13 
1.00000e-02, 2.72703e+09, 0.00000e+00, 3.56233e-13 
1.25000e-02, 1.86136e+09, 0.00000e+00, 4.08603e-13 
1.50000e-02, 9.13361e+08, 0.00000e+00, 4.39750e-13 
1.75000e-02, -6.18760e+07, 0.00000e+00, 4.48403e-13 
2.00000e-02, -1.00821e+09, 0.00000e+00, 4.34595e-13 
2.25000e-02, -1.87187e+09, 0.00000e+00, 3.99649e-13 
2.50000e-02, -2.60476e+09, 0.00000e+00, 3.46083e-13 
2.75000e-02, -3.16730e+09, 0.00000e+00, 2.77444e-13 
3.00000e-02, -3.53078e+09, 0.00000e+00, 1.98074e-13 
3.25000e-02, -3.67899e+09, 0.00000e+00, 1.12846e-13 
3.50000e-02, -3.60902e+09, 0.00000e+00, 2.68486e-14 
3.75000e-02, -3.33126e+09, 0.00000e+00, -5.49176e-14 
4.00000e-02, -2.86854e+09, 0.00000e+00, -1.27847e-13 
4.25000e-02, -2.25453e+09, 0.00000e+00, -1.88002e-13 
4.50000e-02, -1.53139e+09, 0.00000e+00, -2.32338e-13 
4.75000e-02, -7.47029e+08, 0.00000e+00, -2.58872e-13 
5.00000e-02, 4.80146e+07, 0.00000e+00, -2.66779e-13 
5.25000e-02, 8.03838e+08, 0.00000e+00, -2.56416e-13 
5.50000e-02, 1.47430e+09, 0.00000e+00, -2.29269e-13 
5.75000e-02, 2.01986e+09, 0.00000e+00, -1.87830e-13 
6.00000e-02, 2.40998e+09, 0.00000e+00, -1.35415e-13 
6.25000e-02, 2.62489e+09, 0.00000e+00, -7.59260e-14 
6.50000e-02, 2.65657e+09, 0.00000e+00, -1.35912e-14 
6.75000e-02, 2.50908e+09, 0.00000e+00, 4.73193e-14 
7.00000e-02, 2.19797e+09, 0.00000e+00, 1.02769e-13 
7.25000e-02, 1.74904e+09, 0.00000e+00, 1.49213e-13 
7.50000e-02, 1.19642e+09, 0.00000e+00, 1.83814e-13 
7.75000e-02, 5.80150e+08, 0.00000e+00, 2.04608e-13 
8.00000e-02, -5.65992e+07, 0.00000e+00, 2.10617e-13 
8.25000e-02, -6.70413e+08, 0.00000e+00, 2.01881e-13 
8.50000e-02, -1.22053e+09, 0.00000e+00, 1.79431e-13 
8.75000e-02, -1.67147e+09, 0.00000e+00, 1.45197e-13 
9.00000e-02, -1.99530e+09, 0.00000e+00, 1.01854e-13 
9.25000e-02, -2.17330e+09, 0.00000e+00, 5.26259e-14 
9.50000e-02, -2.19706e+09, 0.00000e+00, 1.05227e-15 
9.75000e-02, -2.06876e+09, 0.00000e+00, -4.92545e-14 
1.00000e-01, -1.80087e+09, 0.00000e+00, -9.48576e-14 
1.02500e-01, -1.41503e+09, 0.00000e+00, -1.32724e-13 
1.05000e-01, -9.40445e+08, 0.00000e+00, -1.60422e-13 
1.07500e-01, -4.11724e+08, 0.00000e+00, -1.76273e-13 
1.10000e-01, 1.33563e+08, 0.00000e+00, -1.79450e-13 
1.12500e-01, 6.57499e+08, 0.00000e+00, -1.70018e-13 
1.15000e-01, 1.12441e+09, 0.00000e+00, -1.48907e-13 
1.17500e-01, 1.50325e+09, 0.00000e+00, -1.17835e-13 
1.20000e-01, 1.76965e+09, 0.00000e+00, -7.91704e-14 
1.22500e-01, 1.90743e+09, 0.00000e+00, -3.57600e-14 
1.25000e-01, 1.90959e+09, 0.00000e+00, 9.27818e-15 
1.27500e-01, 1.77860e+09, 0.00000e+00, 5.27741e-14 
1.30000e-01, 1.52606e+09, 0.00000e+00, 9.17255e-14 
1.32500e-01, 1.17179e+09, 0.00000e+00, 1.23502e-13 
1.35000e-01, 7.42253e+08, 0.00000e+00, 1.46019e-13 
1.37500e-01, 2.68664e+08, 0.00000e+00, 1.57874e-13 
1.40000e-01, -2.15247e+08, 0.00000e+00, 1.58432e-13 
1.42500e-01, -6.75614e+08, 0.00000e+00, 1.47853e-13 
1.45000e-01, -1.08077e+09, 0.00000e+00, 1.27070e-13 
1.47500e-01, -1.40341e+09, 0.00000e+00, 9.77135e-14 
1.50000e-01, -1.62239e+09, 0.00000e+00, 6.19814e-14 
1.52500e-01, -1.72412e+09, 0.00000e+00, 2.24818e-14 
1.55000e-01, -1.70338e+09, 0.00000e+00, -1.79566e-14 
1.57500e-01, -1.56356e+09, 0.00000e+00, -5.64847e-14 
1.60000e-01, -1.31627e+09, 0.00000e+00, -9.04313e-14 
1.62500e-01, -9.80440e+08, 0.00000e+00, -1.17487e-13 
1.65000e-01, -5.80905e+08, 0.00000e+00, -1.35858e-13 
1.67500e-01, -1.46561e+08, 0.00000e+00, -1.44387e-13 
1.70000e-01, 2.91678e+08, 0.00000e+00, -1.42621e-13 
1.72500e-01, 7.03070e+08, 0.00000e+00, -1.30834e-13 
1.75000e-01, 1.05918e+09, 0.00000e+00, -1.09999e-13 
1.77500e-01, 1.33583e+09, 0.00000e+00, -8.17074e-14 
1.80000e-01, 1.51472e+09, 0.00000e+00, -4.80531e-14 
1.82500e-01, 1.58466e+09, 0.00000e+00, -1.14756e-14 
1.85000e-01, 1.54221e+09, 0.00000e+00, 2.54133e-14 
1.87500e-01, 1.39183e+09, 0.00000e+00, 6.00150e-14 
1.90000e-01, 1.14550e+09, 0.00000e+00, 8.99255e-14 
1.92500e-01, 8.21765e+08, 0.00000e+00, 1.13102e-13 
1.95000e-01, 4.44341e+08, 0.00000e+00, 1.28000e-13 
1.97500e-01, 4.04207e+07, 0.00000e+00, 1.33677e-13 
