r(m), E_r(T), E_theta(T), E_z(T) 
0.00000e+00, 1.06381e+10, 0.00000e+00, 0.00000e+00 
2.50000e-03, 1.06374e+10, 0.00000e+00, 6.36578e-15 
5.00000e-03, 1.06353e+10, 0.00000e+00, 1.27307e-14 
7.50000e-03, 1.06318e+10, 0.00000e+00, 1.90940e-14 
1.00000e-02, 1.06269e+10, 0.00000e+00, 2.54547e-14 
1.25000e-02, 1.06205e+10, 0.00000e+00, 3.18120e-14 
1.50000e-02, 1.06128e+10, 0.00000e+00, 3.81651e-14 
1.75000e-02, 1.06036e+10, 0.00000e+00, 4.45130e-14 
2.00000e-02, 1.05931e+10, 0.00000e+00, 5.08551e-14 
2.25000e-02, 1.05811e+10, 0.00000e+00, 5.71904e-14 
2.50000e-02, 1.05678e+10, 0.00000e+00, 6.35181e-14 
2.75000e-02, 1.05530e+10, 0.00000e+00, 6.98373e-14 
3.00000e-02, 1.05369e+10, 0.00000e+00, 7.61473e-14 
3.25000e-02, 1.05193e+10, 0.00000e+00, 8.24471e-14 
3.50000e-02, 1.05004e+10, 0.00000e+00, 8.87359e-14 
3.75000e-02, 1.04801e+10, 0.00000e+00, 9.50129e-14 
4.00000e-02, 1.04584e+10, 0.00000e+00, 1.01277e-13 
4.25000e-02, 1.04353e+10, 0.00000e+00, 1.07528e-13 
4.50000e-02, 1.04108e+10, 0.00000e+00, 1.13765e-13 
4.75000e-02, 1.03850e+10, 0.00000e+00, 1.19986e-13 
5.00000e-02, 1.03577e+10, 0.00000e+00, 1.26192e-13 
5.25000e-02, 1.03292e+10, 0.00000e+00, 1.32380e-13 
5.50000e-02, 1.02992e+10, 0.00000e+00, 1.38552e-13 
5.75000e-02, 1.02679e+10, 0.00000e+00, 1.44704e-13 
6.00000e-02, 1.02352e+10, 0.00000e+00, 1.50838e-13 
6.25000e-02, 1.02012e+10, 0.00000e+00, 1.56951e-13 
6.50000e-02, 1.01659e+10, 0.00000e+00, 1.63044e-13 
6.75000e-02, 1.01292e+10, 0.00000e+00, 1.69114e-13 
7.00000e-02, 1.00912e+10, 0.00000e+00, 1.75163e-13 
7.25000e-02, 1.00518e+10, 0.00000e+00, 1.81188e-13 
7.50000e-02, 1.00111e+10, 0.00000e+00, 1.87189e-13 
7.75000e-02, 9.96915e+09, 0.00000e+00, 1.93165e-13 
8.00000e-02, 9.92585e+09, 0.00000e+00, 1.99116e-13 
8.25000e-02, 9.88124e+09, 0.00000e+00, 2.05040e-13 
8.50000e-02, 9.83534e+09, 0.00000e+00, 2.10936e-13 
8.75000e-02, 9.78814e+09, 0.00000e+00, 2.16805e-13 
9.00000e-02, 9.73967e+09, 0.00000e+00, 2.22645e-13 
9.25000e-02, 9.68992e+09, 0.00000e+00, 2.28456e-13 
9.50000e-02, 9.63889e+09, 0.00000e+00, 2.34236e-13 
9.75000e-02, 9.58661e+09, 0.00000e+00, 2.39985e-13 
1.00000e-01, 9.53308e+09, 0.00000e+00, 2.45702e-13 
1.02500e-01, 9.47829e+09, 0.00000e+00, 2.51387e-13 
1.05000e-01, 9.42227e+09, 0.00000e+00, 2.57039e-13 
1.07500e-01, 9.36503e+09, 0.00000e+00, 2.62656e-13 
1.10000e-01, 9.30656e+09, 0.00000e+00, 2.68238e-13 
1.12500e-01, 9.24687e+09, 0.00000e+00, 2.73785e-13 
1.15000e-01, 9.18599e+09, 0.00000e+00, 2.79296e-13 
1.17500e-01, 9.12391e+09, 0.00000e+00, 2.84770e-13 
1.20000e-01, 9.06064e+09, 0.00000e+00, 2.90206e-13 
1.22500e-01, 8.99620e+09, 0.00000e+00, 2.95603e-13 
1.25000e-01, 8.93059e+09, 0.00000e+00, 3.00962e-13 
1.27500e-01, 8.86383e+09, 0.00000e+00, 3.06280e-13 
1.30000e-01, 8.79592e+09, 0.00000e+00, 3.11559e-13 
1.32500e-01, 8.72687e+09, 0.00000e+00, 3.16796e-13 
1.35000e-01, 8.65669e+09, 0.00000e+00, 3.21991e-13 
1.37500e-01, 8.58540e+09, 0.00000e+00, 3.27143e-13 
1.40000e-01, 8.51300e+09, 0.00000e+00, 3.32252e-13 
1.42500e-01, 8.43951e+09, 0.00000e+00, 3.37318e-13 
1.45000e-01, 8.36493e+09, 0.00000e+00, 3.42339e-13 
1.47500e-01, 8.28928e+09, 0.00000e+00, 3.47314e-13 
1.50000e-01, 8.21256e+09, 0.00000e+00, 3.52244e-13 
1.52500e-01, 8.13480e+09, 0.00000e+00, 3.57128e-13 
1.55000e-01, 8.05599e+09, 0.00000e+00, 3.61964e-13 
1.57500e-01, 7.97616e+09, 0.00000e+00, 3.66753e-13 
1.60000e-01, 7.89531e+09, 0.00000e+00, 3.71493e-13 
1.62500e-01, 7.81345e+09, 0.00000e+00, 3.76184e-13 
