r(m), B_r(T), B_theta(T), B_z(T) 
0.00000e+00, 1.10047e+00, 1.10047e+00, -0.00000e+00 
2.50000e-03, 1.10047e+00, 1.10047e+00, -2.79084e-03 
5.00000e-03, 1.10047e+00, 1.10046e+00, -5.58167e-03 
7.50000e-03, 1.10047e+00, 1.10045e+00, -8.37246e-03 
1.00000e-02, 1.10046e+00, 1.10043e+00, -1.11632e-02 
1.25000e-02, 1.10045e+00, 1.10040e+00, -1.39539e-02 
1.50000e-02, 1.10044e+00, 1.10037e+00, -1.67445e-02 
1.75000e-02, 1.10042e+00, 1.10034e+00, -1.95351e-02 
2.00000e-02, 1.10041e+00, 1.10029e+00, -2.23255e-02 
2.25000e-02, 1.10039e+00, 1.10025e+00, -2.51158e-02 
2.50000e-02, 1.10037e+00, 1.10019e+00, -2.79060e-02 
2.75000e-02, 1.10035e+00, 1.10014e+00, -3.06960e-02 
3.00000e-02, 1.10033e+00, 1.10007e+00, -3.34859e-02 
3.25000e-02, 1.10030e+00, 1.10000e+00, -3.62756e-02 
3.50000e-02, 1.10027e+00, 1.09992e+00, -3.90651e-02 
3.75000e-02, 1.10024e+00, 1.09984e+00, -4.18544e-02 
4.00000e-02, 1.10021e+00, 1.09976e+00, -4.46435e-02 
4.25000e-02, 1.10018e+00, 1.09966e+00, -4.74324e-02 
4.50000e-02, 1.10014e+00, 1.09957e+00, -5.02210e-02 
4.75000e-02, 1.10010e+00, 1.09946e+00, -5.30093e-02 
5.00000e-02, 1.10006e+00, 1.09935e+00, -5.57974e-02 
5.25000e-02, 1.10002e+00, 1.09924e+00, -5.85852e-02 
5.50000e-02, 1.09997e+00, 1.09912e+00, -6.13726e-02 
5.75000e-02, 1.09993e+00, 1.09899e+00, -6.41598e-02 
6.00000e-02, 1.09988e+00, 1.09886e+00, -6.69466e-02 
6.25000e-02, 1.09983e+00, 1.09872e+00, -6.97330e-02 
6.50000e-02, 1.09978e+00, 1.09858e+00, -7.25191e-02 
6.75000e-02, 1.09972e+00, 1.09843e+00, -7.53049e-02 
7.00000e-02, 1.09966e+00, 1.09828e+00, -7.80902e-02 
7.25000e-02, 1.09960e+00, 1.09812e+00, -8.08751e-02 
7.50000e-02, 1.09954e+00, 1.09795e+00, -8.36596e-02 
7.75000e-02, 1.09948e+00, 1.09778e+00, -8.64436e-02 
8.00000e-02, 1.09942e+00, 1.09760e+00, -8.92272e-02 
8.25000e-02, 1.09935e+00, 1.09742e+00, -9.20104e-02 
8.50000e-02, 1.09928e+00, 1.09723e+00, -9.47930e-02 
8.75000e-02, 1.09921e+00, 1.09704e+00, -9.75752e-02 
9.00000e-02, 1.09913e+00, 1.09684e+00, -1.00357e-01 
9.25000e-02, 1.09906e+00, 1.09664e+00, -1.03138e-01 
9.50000e-02, 1.09898e+00, 1.09643e+00, -1.05919e-01 
9.75000e-02, 1.09890e+00, 1.09621e+00, -1.08699e-01 
1.00000e-01, 1.09882e+00, 1.09599e+00, -1.11478e-01 
1.02500e-01, 1.09874e+00, 1.09576e+00, -1.14257e-01 
1.05000e-01, 1.09865e+00, 1.09553e+00, -1.17035e-01 
1.07500e-01, 1.09856e+00, 1.09529e+00, -1.19813e-01 
1.10000e-01, 1.09847e+00, 1.09505e+00, -1.22590e-01 
1.12500e-01, 1.09838e+00, 1.09480e+00, -1.25366e-01 
1.15000e-01, 1.09829e+00, 1.09455e+00, -1.28142e-01 
1.17500e-01, 1.09819e+00, 1.09429e+00, -1.30917e-01 
1.20000e-01, 1.09809e+00, 1.09402e+00, -1.33691e-01 
1.22500e-01, 1.09799e+00, 1.09375e+00, -1.36465e-01 
1.25000e-01, 1.09789e+00, 1.09347e+00, -1.39238e-01 
1.27500e-01, 1.09779e+00, 1.09319e+00, -1.42010e-01 
1.30000e-01, 1.09768e+00, 1.09290e+00, -1.44782e-01 
1.32500e-01, 1.09757e+00, 1.09261e+00, -1.47553e-01 
1.35000e-01, 1.09746e+00, 1.09231e+00, -1.50323e-01 
1.37500e-01, 1.09735e+00, 1.09200e+00, -1.53092e-01 
1.40000e-01, 1.09723e+00, 1.09169e+00, -1.55860e-01 
1.42500e-01, 1.09712e+00, 1.09138e+00, -1.58628e-01 
1.45000e-01, 1.09700e+00, 1.09106e+00, -1.61394e-01 
1.47500e-01, 1.09688e+00, 1.09073e+00, -1.64160e-01 
