k,lhs,rhs
2.05719e-03, 2.85814e-02, 1.68002e-03 
2.05730e-03, 2.85802e-02, 1.67957e-03 
2.05740e-03, 2.85789e-02, 1.67913e-03 
2.05751e-03, 2.85776e-02, 1.67869e-03 
2.05762e-03, 2.85763e-02, 1.67824e-03 
2.05773e-03, 2.85750e-02, 1.67780e-03 
2.05784e-03, 2.85737e-02, 1.67736e-03 
2.05794e-03, 2.85725e-02, 1.67692e-03 
2.05805e-03, 2.85712e-02, 1.67647e-03 
2.05816e-03, 2.85699e-02, 1.67603e-03 
2.05827e-03, 2.85686e-02, 1.67559e-03 
2.05838e-03, 2.85673e-02, 1.67515e-03 
2.05849e-03, 2.85660e-02, 1.67471e-03 
2.05859e-03, 2.85648e-02, 1.67426e-03 
2.05870e-03, 2.85635e-02, 1.67382e-03 
2.05881e-03, 2.85622e-02, 1.67338e-03 
2.05892e-03, 2.85609e-02, 1.67294e-03 
2.05903e-03, 2.85596e-02, 1.67250e-03 
2.05913e-03, 2.85584e-02, 1.67206e-03 
2.05924e-03, 2.85571e-02, 1.67162e-03 
2.05935e-03, 2.85558e-02, 1.67118e-03 
2.05946e-03, 2.85545e-02, 1.67073e-03 
2.05957e-03, 2.85532e-02, 1.67029e-03 
2.05967e-03, 2.85519e-02, 1.66985e-03 
2.05978e-03, 2.85507e-02, 1.66941e-03 
2.05989e-03, 2.85494e-02, 1.66897e-03 
2.06000e-03, 2.85481e-02, 1.66853e-03 
2.06011e-03, 2.85468e-02, 1.66809e-03 
2.06021e-03, 2.85455e-02, 1.66765e-03 
2.06032e-03, 2.85443e-02, 1.66721e-03 
2.06043e-03, 2.85430e-02, 1.66678e-03 
2.06054e-03, 2.85417e-02, 1.66634e-03 
2.06065e-03, 2.85404e-02, 1.66590e-03 
2.06076e-03, 2.85391e-02, 1.66546e-03 
2.06086e-03, 2.85379e-02, 1.66502e-03 
2.06097e-03, 2.85366e-02, 1.66458e-03 
2.06108e-03, 2.85353e-02, 1.66414e-03 
2.06119e-03, 2.85340e-02, 1.66370e-03 
2.06130e-03, 2.85328e-02, 1.66327e-03 
2.06140e-03, 2.85315e-02, 1.66283e-03 
2.06151e-03, 2.85302e-02, 1.66239e-03 
2.06162e-03, 2.85289e-02, 1.66195e-03 
2.06173e-03, 2.85276e-02, 1.66151e-03 
2.06184e-03, 2.85264e-02, 1.66108e-03 
2.06194e-03, 2.85251e-02, 1.66064e-03 
2.06205e-03, 2.85238e-02, 1.66020e-03 
2.06216e-03, 2.85225e-02, 1.65976e-03 
2.06227e-03, 2.85213e-02, 1.65933e-03 
2.06238e-03, 2.85200e-02, 1.65889e-03 
2.06248e-03, 2.85187e-02, 1.65845e-03 
2.06259e-03, 2.85174e-02, 1.65802e-03 
2.06270e-03, 2.85161e-02, 1.65758e-03 
2.06281e-03, 2.85149e-02, 1.65714e-03 
2.06292e-03, 2.85136e-02, 1.65671e-03 
2.06303e-03, 2.85123e-02, 1.65627e-03 
2.06313e-03, 2.85110e-02, 1.65584e-03 
2.06324e-03, 2.85098e-02, 1.65540e-03 
2.06335e-03, 2.85085e-02, 1.65496e-03 
2.06346e-03, 2.85072e-02, 1.65453e-03 
2.06357e-03, 2.85059e-02, 1.65409e-03 
2.06367e-03, 2.85047e-02, 1.65366e-03 
2.06378e-03, 2.85034e-02, 1.65322e-03 
2.06389e-03, 2.85021e-02, 1.65279e-03 
2.06400e-03, 2.85008e-02, 1.65235e-03 
2.06411e-03, 2.84996e-02, 1.65192e-03 
2.06421e-03, 2.84983e-02, 1.65148e-03 
2.06432e-03, 2.84970e-02, 1.65105e-03 
2.06443e-03, 2.84957e-02, 1.65062e-03 
2.06454e-03, 2.84945e-02, 1.65018e-03 
2.06465e-03, 2.84932e-02, 1.64975e-03 
2.06475e-03, 2.84919e-02, 1.64931e-03 
2.06486e-03, 2.84906e-02, 1.64888e-03 
2.06497e-03, 2.84894e-02, 1.64845e-03 
2.06508e-03, 2.84881e-02, 1.64801e-03 
2.06519e-03, 2.84868e-02, 1.64758e-03 
2.06530e-03, 2.84855e-02, 1.64715e-03 
2.06540e-03, 2.84843e-02, 1.64671e-03 
2.06551e-03, 2.84830e-02, 1.64628e-03 
2.06562e-03, 2.84817e-02, 1.64585e-03 
2.06573e-03, 2.84805e-02, 1.64541e-03 
2.06584e-03, 2.84792e-02, 1.64498e-03 
2.06594e-03, 2.84779e-02, 1.64455e-03 
2.06605e-03, 2.84766e-02, 1.64412e-03 
2.06616e-03, 2.84754e-02, 1.64369e-03 
2.06627e-03, 2.84741e-02, 1.64325e-03 
2.06638e-03, 2.84728e-02, 1.64282e-03 
2.06648e-03, 2.84716e-02, 1.64239e-03 
2.06659e-03, 2.84703e-02, 1.64196e-03 
2.06670e-03, 2.84690e-02, 1.64153e-03 
2.06681e-03, 2.84677e-02, 1.64110e-03 
2.06692e-03, 2.84665e-02, 1.64066e-03 
2.06702e-03, 2.84652e-02, 1.64023e-03 
2.06713e-03, 2.84639e-02, 1.63980e-03 
2.06724e-03, 2.84627e-02, 1.63937e-03 
2.06735e-03, 2.84614e-02, 1.63894e-03 
2.06746e-03, 2.84601e-02, 1.63851e-03 
2.06757e-03, 2.84588e-02, 1.63808e-03 
2.06767e-03, 2.84576e-02, 1.63765e-03 
2.06778e-03, 2.84563e-02, 1.63722e-03 
2.06789e-03, 2.84550e-02, 1.63679e-03 
2.06800e-03, 2.84538e-02, 1.63636e-03 
2.06811e-03, 2.84525e-02, 1.63593e-03 
2.06821e-03, 2.84512e-02, 1.63550e-03 
2.06832e-03, 2.84500e-02, 1.63507e-03 
2.06843e-03, 2.84487e-02, 1.63464e-03 
2.06854e-03, 2.84474e-02, 1.63421e-03 
2.06865e-03, 2.84461e-02, 1.63378e-03 
2.06875e-03, 2.84449e-02, 1.63335e-03 
2.06886e-03, 2.84436e-02, 1.63293e-03 
2.06897e-03, 2.84423e-02, 1.63250e-03 
2.06908e-03, 2.84411e-02, 1.63207e-03 
2.06919e-03, 2.84398e-02, 1.63164e-03 
2.06929e-03, 2.84385e-02, 1.63121e-03 
2.06940e-03, 2.84373e-02, 1.63078e-03 
2.06951e-03, 2.84360e-02, 1.63036e-03 
2.06962e-03, 2.84347e-02, 1.62993e-03 
2.06973e-03, 2.84335e-02, 1.62950e-03 
2.06984e-03, 2.84322e-02, 1.62907e-03 
2.06994e-03, 2.84309e-02, 1.62865e-03 
2.07005e-03, 2.84297e-02, 1.62822e-03 
2.07016e-03, 2.84284e-02, 1.62779e-03 
