r(m), B_r(T), B_theta(T), B_z(T) 
0.00000e+00, 2.79741e+00, 2.79741e+00, -0.00000e+00 
2.50000e-03, 2.79735e+00, 2.79723e+00, -3.55112e-02 
5.00000e-03, 2.79714e+00, 2.79669e+00, -7.10177e-02 
7.50000e-03, 2.79680e+00, 2.79579e+00, -1.06515e-01 
1.00000e-02, 2.79633e+00, 2.79453e+00, -1.41997e-01 
1.25000e-02, 2.79572e+00, 2.79290e+00, -1.77461e-01 
1.50000e-02, 2.79497e+00, 2.79092e+00, -2.12902e-01 
1.75000e-02, 2.79409e+00, 2.78857e+00, -2.48314e-01 
2.00000e-02, 2.79308e+00, 2.78587e+00, -2.83692e-01 
2.25000e-02, 2.79192e+00, 2.78281e+00, -3.19034e-01 
2.50000e-02, 2.79064e+00, 2.77938e+00, -3.54332e-01 
2.75000e-02, 2.78922e+00, 2.77560e+00, -3.89584e-01 
3.00000e-02, 2.78766e+00, 2.77146e+00, -4.24783e-01 
3.25000e-02, 2.78597e+00, 2.76697e+00, -4.59926e-01 
3.50000e-02, 2.78414e+00, 2.76212e+00, -4.95008e-01 
3.75000e-02, 2.78218e+00, 2.75691e+00, -5.30024e-01 
4.00000e-02, 2.78009e+00, 2.75134e+00, -5.64969e-01 
4.25000e-02, 2.77786e+00, 2.74543e+00, -5.99840e-01 
4.50000e-02, 2.77550e+00, 2.73916e+00, -6.34630e-01 
4.75000e-02, 2.77300e+00, 2.73253e+00, -6.69336e-01 
5.00000e-02, 2.77037e+00, 2.72556e+00, -7.03953e-01 
5.25000e-02, 2.76761e+00, 2.71823e+00, -7.38476e-01 
5.50000e-02, 2.76471e+00, 2.71056e+00, -7.72901e-01 
5.75000e-02, 2.76169e+00, 2.70253e+00, -8.07223e-01 
6.00000e-02, 2.75853e+00, 2.69416e+00, -8.41438e-01 
6.25000e-02, 2.75524e+00, 2.68545e+00, -8.75541e-01 
6.50000e-02, 2.75181e+00, 2.67638e+00, -9.09527e-01 
6.75000e-02, 2.74826e+00, 2.66698e+00, -9.43393e-01 
7.00000e-02, 2.74457e+00, 2.65723e+00, -9.77133e-01 
7.25000e-02, 2.74076e+00, 2.64715e+00, -1.01074e+00 
7.50000e-02, 2.73681e+00, 2.63672e+00, -1.04422e+00 
7.75000e-02, 2.73273e+00, 2.62596e+00, -1.07756e+00 
8.00000e-02, 2.72853e+00, 2.61486e+00, -1.11075e+00 
8.25000e-02, 2.72419e+00, 2.60343e+00, -1.14380e+00 
8.50000e-02, 2.71973e+00, 2.59166e+00, -1.17669e+00 
