r(m), E_r(T), E_theta(T), E_z(T) 
0.00000e+00, 9.64610e+08, 0.00000e+00, 0.00000e+00 
2.50000e-03, 9.64550e+08, 0.00000e+00, 6.39627e-15 
5.00000e-03, 9.64369e+08, 0.00000e+00, 1.27917e-14 
7.50000e-03, 9.64067e+08, 0.00000e+00, 1.91854e-14 
1.00000e-02, 9.63644e+08, 0.00000e+00, 2.55766e-14 
1.25000e-02, 9.63100e+08, 0.00000e+00, 3.19643e-14 
1.50000e-02, 9.62436e+08, 0.00000e+00, 3.83478e-14 
1.75000e-02, 9.61651e+08, 0.00000e+00, 4.47262e-14 
2.00000e-02, 9.60745e+08, 0.00000e+00, 5.10986e-14 
2.25000e-02, 9.59720e+08, 0.00000e+00, 5.74643e-14 
2.50000e-02, 9.58574e+08, 0.00000e+00, 6.38223e-14 
2.75000e-02, 9.57308e+08, 0.00000e+00, 7.01717e-14 
3.00000e-02, 9.55922e+08, 0.00000e+00, 7.65119e-14 
3.25000e-02, 9.54417e+08, 0.00000e+00, 8.28419e-14 
3.50000e-02, 9.52793e+08, 0.00000e+00, 8.91608e-14 
3.75000e-02, 9.51049e+08, 0.00000e+00, 9.54679e-14 
4.00000e-02, 9.49186e+08, 0.00000e+00, 1.01762e-13 
4.25000e-02, 9.47205e+08, 0.00000e+00, 1.08043e-13 
4.50000e-02, 9.45105e+08, 0.00000e+00, 1.14310e-13 
4.75000e-02, 9.42888e+08, 0.00000e+00, 1.20561e-13 
5.00000e-02, 9.40552e+08, 0.00000e+00, 1.26796e-13 
5.25000e-02, 9.38100e+08, 0.00000e+00, 1.33014e-13 
5.50000e-02, 9.35530e+08, 0.00000e+00, 1.39215e-13 
5.75000e-02, 9.32844e+08, 0.00000e+00, 1.45397e-13 
6.00000e-02, 9.30041e+08, 0.00000e+00, 1.51560e-13 
6.25000e-02, 9.27123e+08, 0.00000e+00, 1.57703e-13 
6.50000e-02, 9.24089e+08, 0.00000e+00, 1.63824e-13 
6.75000e-02, 9.20940e+08, 0.00000e+00, 1.69924e-13 
7.00000e-02, 9.17677e+08, 0.00000e+00, 1.76001e-13 
7.25000e-02, 9.14300e+08, 0.00000e+00, 1.82055e-13 
7.50000e-02, 9.10809e+08, 0.00000e+00, 1.88085e-13 
7.75000e-02, 9.07205e+08, 0.00000e+00, 1.94090e-13 
8.00000e-02, 9.03489e+08, 0.00000e+00, 2.00069e-13 
8.25000e-02, 8.99660e+08, 0.00000e+00, 2.06021e-13 
8.50000e-02, 8.95721e+08, 0.00000e+00, 2.11946e-13 
8.75000e-02, 8.91670e+08, 0.00000e+00, 2.17843e-13 
9.00000e-02, 8.87510e+08, 0.00000e+00, 2.23711e-13 
9.25000e-02, 8.83239e+08, 0.00000e+00, 2.29549e-13 
9.50000e-02, 8.78860e+08, 0.00000e+00, 2.35357e-13 
9.75000e-02, 8.74372e+08, 0.00000e+00, 2.41134e-13 
1.00000e-01, 8.69777e+08, 0.00000e+00, 2.46879e-13 
1.02500e-01, 8.65074e+08, 0.00000e+00, 2.52590e-13 
1.05000e-01, 8.60266e+08, 0.00000e+00, 2.58269e-13 
1.07500e-01, 8.55351e+08, 0.00000e+00, 2.63913e-13 
1.10000e-01, 8.50332e+08, 0.00000e+00, 2.69522e-13 
1.12500e-01, 8.45208e+08, 0.00000e+00, 2.75096e-13 
1.15000e-01, 8.39981e+08, 0.00000e+00, 2.80633e-13 
1.17500e-01, 8.34651e+08, 0.00000e+00, 2.86133e-13 
1.20000e-01, 8.29220e+08, 0.00000e+00, 2.91594e-13 
1.22500e-01, 8.23687e+08, 0.00000e+00, 2.97018e-13 
