r(m), E_r(T), E_theta(T), E_z(T) 
0.00000e+00, 5.16084e+08, -5.16084e+08, 0.00000e+00 
2.50000e-03, 5.16084e+08, -5.16084e+08, 7.42234e-17 
5.00000e-03, 5.16081e+08, -5.16082e+08, 1.48446e-16 
7.50000e-03, 5.16077e+08, -5.16079e+08, 2.22669e-16 
1.00000e-02, 5.16072e+08, -5.16075e+08, 2.96891e-16 
1.25000e-02, 5.16065e+08, -5.16070e+08, 3.71111e-16 
1.50000e-02, 5.16056e+08, -5.16064e+08, 4.45330e-16 
1.75000e-02, 5.16046e+08, -5.16057e+08, 5.19547e-16 
2.00000e-02, 5.16034e+08, -5.16048e+08, 5.93762e-16 
2.25000e-02, 5.16020e+08, -5.16039e+08, 6.67975e-16 
2.50000e-02, 5.16005e+08, -5.16028e+08, 7.42185e-16 
2.75000e-02, 5.15989e+08, -5.16016e+08, 8.16393e-16 
3.00000e-02, 5.15970e+08, -5.16004e+08, 8.90597e-16 
3.25000e-02, 5.15951e+08, -5.15989e+08, 9.64798e-16 
3.50000e-02, 5.15929e+08, -5.15974e+08, 1.03899e-15 
3.75000e-02, 5.15906e+08, -5.15958e+08, 1.11319e-15 
4.00000e-02, 5.15882e+08, -5.15941e+08, 1.18738e-15 
4.25000e-02, 5.15856e+08, -5.15922e+08, 1.26156e-15 
4.50000e-02, 5.15828e+08, -5.15902e+08, 1.33574e-15 
4.75000e-02, 5.15799e+08, -5.15882e+08, 1.40991e-15 
5.00000e-02, 5.15768e+08, -5.15860e+08, 1.48408e-15 
5.25000e-02, 5.15736e+08, -5.15837e+08, 1.55824e-15 
5.50000e-02, 5.15702e+08, -5.15813e+08, 1.63240e-15 
5.75000e-02, 5.15666e+08, -5.15787e+08, 1.70655e-15 
6.00000e-02, 5.15629e+08, -5.15761e+08, 1.78069e-15 
6.25000e-02, 5.15590e+08, -5.15734e+08, 1.85483e-15 
6.50000e-02, 5.15550e+08, -5.15705e+08, 1.92895e-15 
6.75000e-02, 5.15508e+08, -5.15675e+08, 2.00308e-15 
7.00000e-02, 5.15464e+08, -5.15644e+08, 2.07719e-15 
