r(m), B_r(T), B_theta(T), B_z(T) 
2.20000e-01, 1.55807e+00, 1.55267e+00, -1.83545e-01 
2.22500e-01, 1.55777e+00, 1.55225e+00, -1.85609e-01 
2.25000e-01, 1.55746e+00, 1.55182e+00, -1.87673e-01 
2.27500e-01, 1.55715e+00, 1.55138e+00, -1.89735e-01 
2.30000e-01, 1.55684e+00, 1.55095e+00, -1.91797e-01 
2.32500e-01, 1.55653e+00, 1.55050e+00, -1.93858e-01 
2.35000e-01, 1.55621e+00, 1.55006e+00, -1.95919e-01 
2.37500e-01, 1.55589e+00, 1.54960e+00, -1.97979e-01 
2.40000e-01, 1.55556e+00, 1.54915e+00, -2.00037e-01 
2.42500e-01, 1.55524e+00, 1.54868e+00, -2.02096e-01 
2.45000e-01, 1.55490e+00, 1.54822e+00, -2.04153e-01 
2.47500e-01, 1.55457e+00, 1.54775e+00, -2.06209e-01 
2.50000e-01, 1.55423e+00, 1.54727e+00, -2.08265e-01 
2.52500e-01, 1.55389e+00, 1.54679e+00, -2.10320e-01 
2.55000e-01, 1.55355e+00, 1.54630e+00, -2.12374e-01 
2.57500e-01, 1.55320e+00, 1.54581e+00, -2.14427e-01 
2.60000e-01, 1.55285e+00, 1.54532e+00, -2.16480e-01 
2.62500e-01, 1.55249e+00, 1.54482e+00, -2.18531e-01 
2.65000e-01, 1.55213e+00, 1.54432e+00, -2.20582e-01 
2.67500e-01, 1.55177e+00, 1.54381e+00, -2.22632e-01 
2.70000e-01, 1.55141e+00, 1.54329e+00, -2.24681e-01 
2.72500e-01, 1.55104e+00, 1.54277e+00, -2.26729e-01 
2.75000e-01, 1.55067e+00, 1.54225e+00, -2.28776e-01 
2.77500e-01, 1.55029e+00, 1.54172e+00, -2.30822e-01 
2.80000e-01, 1.54991e+00, 1.54119e+00, -2.32868e-01 
2.82500e-01, 1.54953e+00, 1.54065e+00, -2.34912e-01 
2.85000e-01, 1.54915e+00, 1.54011e+00, -2.36956e-01 
2.87500e-01, 1.54876e+00, 1.53957e+00, -2.38998e-01 
2.90000e-01, 1.54837e+00, 1.53901e+00, -2.41040e-01 
2.92500e-01, 1.54797e+00, 1.53846e+00, -2.43081e-01 
2.95000e-01, 1.54757e+00, 1.53790e+00, -2.45120e-01 
2.97500e-01, 1.54717e+00, 1.53733e+00, -2.47159e-01 
3.00000e-01, 1.54677e+00, 1.53676e+00, -2.49197e-01 
3.02500e-01, 1.54636e+00, 1.53619e+00, -2.51234e-01 
3.05000e-01, 1.54595e+00, 1.53561e+00, -2.53270e-01 
3.07500e-01, 1.54553e+00, 1.53502e+00, -2.55304e-01 
3.10000e-01, 1.54512e+00, 1.53444e+00, -2.57338e-01 
3.12500e-01, 1.54469e+00, 1.53384e+00, -2.59371e-01 
3.15000e-01, 1.54427e+00, 1.53324e+00, -2.61403e-01 
3.17500e-01, 1.54384e+00, 1.53264e+00, -2.63434e-01 
3.20000e-01, 1.54341e+00, 1.53203e+00, -2.65464e-01 
3.22500e-01, 1.54297e+00, 1.53142e+00, -2.67492e-01 
3.25000e-01, 1.54254e+00, 1.53081e+00, -2.69520e-01 
3.27500e-01, 1.54209e+00, 1.53018e+00, -2.71547e-01 
3.30000e-01, 1.54165e+00, 1.52956e+00, -2.73572e-01 
3.32500e-01, 1.54120e+00, 1.52893e+00, -2.75597e-01 
3.35000e-01, 1.54075e+00, 1.52829e+00, -2.77620e-01 
3.37500e-01, 1.54030e+00, 1.52765e+00, -2.79642e-01 
3.40000e-01, 1.53984e+00, 1.52701e+00, -2.81664e-01 
3.42500e-01, 1.53938e+00, 1.52636e+00, -2.83684e-01 
3.45000e-01, 1.53891e+00, 1.52571e+00, -2.85703e-01 
3.47500e-01, 1.53844e+00, 1.52505e+00, -2.87721e-01 
3.50000e-01, 1.53797e+00, 1.52438e+00, -2.89737e-01 
3.52500e-01, 1.53750e+00, 1.52372e+00, -2.91753e-01 
3.55000e-01, 1.53702e+00, 1.52304e+00, -2.93767e-01 
3.57500e-01, 1.53654e+00, 1.52237e+00, -2.95781e-01 
3.60000e-01, 1.53605e+00, 1.52169e+00, -2.97793e-01 
3.62500e-01, 1.53557e+00, 1.52100e+00, -2.99804e-01 
3.65000e-01, 1.53508e+00, 1.52031e+00, -3.01814e-01 
3.67500e-01, 1.53458e+00, 1.51961e+00, -3.03822e-01 
3.70000e-01, 1.53408e+00, 1.51891e+00, -3.05830e-01 
3.72500e-01, 1.53358e+00, 1.51821e+00, -3.07836e-01 
3.75000e-01, 1.53308e+00, 1.51750e+00, -3.09841e-01 
3.77500e-01, 1.53257e+00, 1.51679e+00, -3.11845e-01 
3.80000e-01, 1.53206e+00, 1.51607e+00, -3.13847e-01 
3.82500e-01, 1.53155e+00, 1.51535e+00, -3.15849e-01 
3.85000e-01, 1.53103e+00, 1.51462e+00, -3.17849e-01 
3.87500e-01, 1.53051e+00, 1.51389e+00, -3.19848e-01 
3.90000e-01, 1.52999e+00, 1.51315e+00, -3.21845e-01 
3.92500e-01, 1.52946e+00, 1.51241e+00, -3.23842e-01 
3.95000e-01, 1.52893e+00, 1.51166e+00, -3.25837e-01 
3.97500e-01, 1.52840e+00, 1.51091e+00, -3.27830e-01 
4.00000e-01, 1.52786e+00, 1.51016e+00, -3.29823e-01 
4.02500e-01, 1.52732e+00, 1.50940e+00, -3.31814e-01 
4.05000e-01, 1.52678e+00, 1.50863e+00, -3.33804e-01 
4.07500e-01, 1.52623e+00, 1.50787e+00, -3.35793e-01 
4.10000e-01, 1.52568e+00, 1.50709e+00, -3.37780e-01 
4.12500e-01, 1.52513e+00, 1.50631e+00, -3.39766e-01 
4.15000e-01, 1.52457e+00, 1.50553e+00, -3.41750e-01 
4.17500e-01, 1.52401e+00, 1.50475e+00, -3.43734e-01 
4.20000e-01, 1.52345e+00, 1.50395e+00, -3.45716e-01 
4.22500e-01, 1.52288e+00, 1.50316e+00, -3.47696e-01 
4.25000e-01, 1.52231e+00, 1.50236e+00, -3.49676e-01 
4.27500e-01, 1.52174e+00, 1.50155e+00, -3.51653e-01 
4.30000e-01, 1.52116e+00, 1.50074e+00, -3.53630e-01 
4.32500e-01, 1.52058e+00, 1.49993e+00, -3.55605e-01 
4.35000e-01, 1.52000e+00, 1.49911e+00, -3.57579e-01 
4.37500e-01, 1.51942e+00, 1.49829e+00, -3.59551e-01 
